name,cloneOf,description
ad5jckmoc,465,"Jackpot Monopoly (PR2226, MAZNJACM) (Mazooma) (Adder 5) (set 3)"
ad5jckmod,465,"Jackpot Monopoly (PR2226, MAZPJACM) (Mazooma) (Adder 5) (set 1)"
ad5jckmoe,465,"Jackpot Monopoly (PR2226, MAZPJACM) (Mazooma) (Adder 5) (set 2)"
ad5mcob,,Monte Carlo Or Bust (Qps) (Adder 5) (set 1)
ad5mcoba,471,Monte Carlo Or Bust (Qps) (Adder 5) (set 2)
ad5mcobb,471,Monte Carlo Or Bust (Qps) (Adder 5) (set 3)
ad5mcobc,471,Monte Carlo Or Bust (Qps) (Adder 5) (set 4)
ad5monop,,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 1)"
ad5monopa,475,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 2)"
ad5monopb,475,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 3)"
ad5monopc,475,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 4)"
ad5monopd,475,"Random Monopoly (PR2221, MAZNRNDN) (Mazooma) (Adder 5) (set 1)"
ad5monope,475,"Random Monopoly (PR2221, MAZNRNDN) (Mazooma) (Adder 5) (set 2)"
ad5monopf,475,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 1)"
ad5monopg,475,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 2)"
ad5monoph,475,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 3)"
ad5monopi,475,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 4)"
ad5monopj,475,"Random Monopoly (PR2221, MAZPRNDN) (Mazooma) (Adder 5) (set 1)"
ad5monopk,475,"Random Monopoly (PR2221, MAZPRNDN) (Mazooma) (Adder 5) (set 2)"
ad5mowow,,"Monopoly Wheel Of Wealth (PR2365, MAZNBPFP) (Mazooma) (Adder 5) (set 1)"
ad5mowowa,487,"Monopoly Wheel Of Wealth (PR2365, MAZNWOWT) (Mazooma) (Adder 5) (set 1)"
ad5mowowb,487,"Monopoly Wheel Of Wealth (PR2365, MAZNWOWT) (Mazooma) (Adder 5) (set 2)"
ad5mowowc,487,"Monopoly Wheel Of Wealth (PR2389, MAZNWWBU) (Mazooma) (Adder 5)"
ad5mowowd,487,"Monopoly Wheel Of Wealth (PR2365, MAZNMWOW) (Mazooma) (Adder 5)"
ad5mowowe,487,"Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 1)"
ad5mowowf,487,"Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 1)"
ad5mowowg,487,"Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 2)"
ad5mowowh,487,"Monopoly Wheel Of Wealth (PR2389, MAZPWWBU) (Mazooma) (Adder 5)"
ad5mowowi,487,"Monopoly Wheel Of Wealth (PR2365, MAZPMWOW) (Mazooma) (Adder 5)"
ad5mowowj,487,Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 1)
ad5mowowk,487,Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 2)
ad5mowowl,487,"Monopoly Wheel Of Wealth (PR2365, MAZNBPFP) (Mazooma) (Adder 5) (set 2)"
ad5mowowm,487,"Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 2)"
ad5mr2r,,Monopoly Road To Riches (Mazooma) (Adder 5) (set 1)
ad5mr2ra,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 2)
ad5mr2rb,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 3)
ad5mr2rc,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 4)
ad5mr2rd,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 5)
ad5mr2re,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 6)
ad5mr2rf,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 7)
ad5mr2rg,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 8)
ad5mr2rh,501,Monopoly Road To Riches (Mazooma) (Adder 5) (set 9)
ad5mww,,Random Monopoly Wonders Of The World (PR2284) (Mazooma) (Adder 5)
ad5mwwa,510,Random Monopoly Wonders Of The World (PR2291) (Mazooma) (Adder 5)
ad5pking,,Poker King (Bellfruit) (Adder 5) (set 1)
ad5pkinga,512,Poker King (Bellfruit) (Adder 5) (set 2)
ad5pp,,"Pink Panther (PR2283, QPSNPINK) (Mazooma) (Adder 5) (set 1)"
ad5ppa,514,"Pink Panther (PR2283, QPSNPINK) (Mazooma) (Adder 5) (set 2)"
ad5ppb,514,"Pink Panther (PR2267, MAZNPINK) (Mazooma) (Adder 5) (set 1)"
ad5ppbtb,,"Pink Panther Break The Bank (PR2304, QPSNPPBB) (Qps) (Adder 5) (set 1)"
ad5ppbtba,517,"Pink Panther Break The Bank (PR2304, QPSNPPBB) (Qps) (Adder 5) (set 2)"
ad5ppbtbb,517,"Pink Panther Break The Bank (PR2304, QPSPPPBB) (Qps) (Adder 5) (set 1)"
ad5ppbtbc,517,"Pink Panther Break The Bank (PR2304, QPSPPPBB) (Qps) (Adder 5) (set 2)"
ad5ppc,514,"Pink Panther (PR2267, MAZNPINK) (Mazooma) (Adder 5) (set 2)"
ad5ppd,514,Pink Panther (MAZNPINK) (Mazooma) (Adder 5) (set 1)
ad5ppe,514,Pink Panther (MAZNPINK) (Mazooma) (Adder 5) (set 2)
ad5ppf,514,"Pink Panther (PR2283, QPSPPINK) (Mazooma) (Adder 5) (set 1)"
ad5ppg,514,"Pink Panther (PR2283, QPSPPINK) (Mazooma) (Adder 5) (set 2)"
ad5pph,514,"Pink Panther (PR2267, MAZPPINK) (Mazooma) (Adder 5)"
ad5ppi,514,Pink Panther (MAZPPINK) (Mazooma) (Adder 5) (set 1)
ad5ppj,514,Pink Panther (MAZPPINK) (Mazooma) (Adder 5) (set 2)
ad5rapid,,Rapid Pay (Bellfruit) (Adder 5) (set 1)
ad5rapida,529,Rapid Pay (Bellfruit) (Adder 5) (set 2)
ad5rcash,,Reel Cash (Mazooma) (Adder 5) (set 1)
ad5rcasha,531,Reel Cash (Mazooma) (Adder 5) (set 2)
ad5rroul,,Reel Roulette (QPSNRLRO) (Mazooma) (Adder 5)
ad5rroula,533,Reel Roulette (QPSPRLRO) (Mazooma) (Adder 5)
ad5rroulb,533,Reel Roulette (MAZNRERO) (Mazooma) (Adder 5)
ad5rroulc,533,Reel Roulette (MAZPRERO) (Mazooma) (Adder 5)
ad5rsclb,,"Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)"
ad5rsclba,537,"Random Spinner Club (PR1826, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)"
ad5rsclbb,537,"Random Spinner Club (PR1826, BFGNRNDN) (Bellfruit) (Adder 5) (set 2)"
ad5rsclbc,537,"Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 2)"
ad5rsclbd,537,"Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 3)"
ad5rsclbe,537,"Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 4)"
ad5rsclbf,537,"Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 1)"
ad5rsclbg,537,"Random Spinner Club (PR1826, BFGPRNDN) (Bellfruit) (Adder 5) (set 1)"
ad5rsclbh,537,"Random Spinner Club (PR1826, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)"
ad5rsclbi,537,"Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)"
ad5rsclbj,537,"Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 3)"
ad5rsnw,,"Random Spin 'n' Win (PR2226, MAZNRNDN) (Mazooma) (Adder 5) (set 1)"
ad5rsnwa,548,"Random Spin 'n' Win (PR2226, MAZNRNDN) (Mazooma) (Adder 5) (set 2)"
ad5rsnwb,548,"Random Spin 'n' Win (PR2226, MAZPRNDN) (Mazooma) (Adder 5) (set 1)"
ad5rsnwc,548,"Random Spin 'n' Win (PR2226, MAZPRNDN) (Mazooma) (Adder 5) (set 2)"
ad5rspin,,"Random Spinner (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)"
ad5rspinb,552,"Random Spinner (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)"
ad5rspinc,552,Random Spinner (Bellfruit) (Adder 5) (set 1)
ad5rsrm,,Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 1)
ad5rsrma,555,Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 2)
ad5rsrr,555,Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 3)
ad5rsrra,555,Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 4)
ad5rwclb,,"Random Winner Club (PR1756, BFGNRWSX) (Bellfruit) (Adder 5) (set 1)"
ad5rwclba,559,"Random Winner Club (PR1756, BFGNRWSX) (Bellfruit) (Adder 5) (set 2)"
ad5rwclbb,559,"Random Winner Club (PR1756, BFGPRWSX) (Bellfruit) (Adder 5) (set 1)"
ad5rwclbc,559,"Random Winner Club (PR1756, BFGPRWSX) (Bellfruit) (Adder 5) (set 2)"
ad5rwclbd,559,"Random Winner Club (PR1757, BFGPRWCL) (Bellfruit) (Adder 5)"
ad5rwclbe,559,"Random Winner Club (PR1757, BFGNRWCL) (Bellfruit) (Adder 5)"
ad5sslam,,Super Slam (Bellfruit) (Adder 5) (set 1)
ad5sslama,565,Super Slam (Bellfruit) (Adder 5) (set 2)
ad5sslamb,565,Super Slam (Bellfruit) (Adder 5) (set 3)
ad5sslamc,565,Super Slam (Bellfruit) (Adder 5) (set 4)
ad5sslamd,565,Super Slam (Bellfruit) (Adder 5) (set 5)
ad5sslame,565,Super Slam (Bellfruit) (Adder 5) (set 6)
ad5sslamf,565,Super Slam (Bellfruit) (Adder 5) (set 7)
ad5tornc,,"Tornado Club (PR1629, 5.5, rv 8, BFGNTORD) (Bellfruit) (Adder 5)"
ad5tornca,572,"Tornado Club (PR1629, 5.8, rv 7, BFGNTORD) (Bellfruit) (Adder 5)"
ad5torncb,572,"Tornado Club (PR1629, 5.5, rv 8, BFGPTORD) (Bellfruit) (Adder 5)"
ad5torncc,572,"Tornado Club (PR1629, 5.8, rv 7, BFGPTORD) (Bellfruit) (Adder 5)"
ad5torncd,572,"Tornado Club (PR1627, 0.1, rv 1, BFGPTORN) (Bellfruit) (Adder 5)"
ad5tornce,572,"Tornado Club (PR1627, 0.1, rv 1, BFGNTORN) (Bellfruit) (Adder 5)"
ad5vlv,,Viva Las Vegas (Bellfruit) (Adder 5) (set 1)
ad5vlvb,578,Viva Las Vegas (Bellfruit) (Adder 5) (set 2)
ad5vlvc,578,Viva Las Vegas (Bellfruit) (Adder 5) (set 3)
ad5vlvd,578,Viva Las Vegas (Bellfruit) (Adder 5) (set 4)
ad5vlve,578,Viva Las Vegas (Bellfruit) (Adder 5) (set 5)
ad5vlvf,578,Viva Las Vegas (Bellfruit) (Adder 5) (set 6)
ad5vpa,,Video Poker Ace (Bellfruit) (Adder 5) (set 1)
ad5vpaa,584,Video Poker Ace (Bellfruit) (Adder 5) (set 2)
ad5vpab,584,Video Poker Ace (Bellfruit) (Adder 5) (set 3)
ad5vpac,584,Video Poker Ace (Bellfruit) (Adder 5) (set 4)
adam,,Adam
adillor,,Armadillo Racing (Rev. AM1 Ver.A)
adonis,,"Adonis (0200751V, NSW/ACT)"
adonis6,1004,"Adonis (0151178, US)"
adonisa,590,"Adonis (0100751V, NSW/ACT)"
adonise,1003,"Adonis (MV4124/1, Export)"
adonishl,1003,Adonis Hyperlink
adults,,Adults Only (Russia) (Extrema)
adustcm,1004,"African Dusk - Mr. Cashman (20006711, NSW/ACT)"
advision,,Adventure Vision
advsnha,980,Advision Home Arcade
aerfboo2,602,Aero Fighters (bootleg set 2)
aerfboot,602,Aero Fighters (bootleg set 1)
aeroboto,6359,Aeroboto
aerofgt,,Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware)
aerofgtb,602,"Aero Fighters (Taiwan / Japan, set 1)"
aerofgtc,602,"Aero Fighters (Taiwan / Japan, set 2)"
aerofgts,32582,Aero Fighters Special (Taiwan)
aerolitos,1252,Aerolitos (Spanish bootleg of Asteroids)
aes,,Neo-Geo AES
afighter,,Action Fighter (FD1089A 317-0018)
afire,1279,Astro Fire
afm_10,612,Attack From Mars (1.0)
afm_11,612,Attack From Mars (1.1)
afm_113,,"Attack From Mars (1.13, Free play)"
afm_113b,612,Attack From Mars (1.13b)
afm_11u,612,Attack From Mars (1.1 Ultrapin)
aftor,,Af-Tor
aftrhrs,1004,"After Hours (0251071, US)"
aftrshok,,"After Shock (Lazer-tron, set 1)"
aftrshoka,617,"After Shock (Lazer-tron, set 2)"
afv_l4,,Addams Family Values (Coin Dropper L-4)
agallet,,Air Gallet (Europe)
agalleth,620,Air Gallet (Hong Kong)
agalletj,620,Akuu Gallet (Japan)
agalletk,620,Air Gallet (Korea)
agallett,620,Air Gallet (Taiwan)
agalletu,620,Air Gallet (USA)
agat7,899,Agat-7
agat9,899,Agat-9
age_cand,,Candy Crane (AGE)
agent777,,Agents 777
agentx1,2868,"Agent X (prototype, rev 1)"
agentx2,2868,"Agent X (prototype, rev 2)"
agentx3,2868,"Agent X (prototype, rev 3)"
agentx4,2868,"Agent X (prototype, rev 4)"
agress,,Agress - Missile Daisenryaku (Japan)
agressb,634,Agress - Missile Daisenryaku (English bootleg)
agsoccer,,A.G. Soccer Ball
ai1000,20411,AI-1000
aim65,,AIM 65
aim65_40,,AIM-65/40
ainferno,,Air Inferno (US)
ainfernoj,640,Air Inferno (Japan)
airass,,Air Assault (World)
airattck,,Air Attack (set 1)
airattcka,643,Air Attack (set 2)
airbustr,,Air Buster: Trouble Specialty Raid Unit (World)
airbustrb,645,Air Buster: Trouble Specialty Raid Unit (bootleg)
airbustrj,645,Air Buster: Trouble Specialty Raid Unit (Japan)
airco22b,,"Air Combat 22 (Rev. ACS1 Ver.B, Japan)"
aircomb,,Air Combat (US)
aircombj,649,Air Combat (Japan)
airduel,,"Air Duel (World, M82-A-A + M82-B-A)"
airduelm72,651,"Air Duel (Japan, M72)"
airlbios,,Naomi Airline Pilots (deluxe) Bios
airrace,,Air Race (prototype)
airraid,3337,Air Raid (Single PCB)
airtrix,7911,Air Trix
airwolf,,Airwolf
airwolfa,657,Airwolf (US)
aiwamcd,28746,"Mega-CD CSD-G1M (Japan, NTSC)"
ajax,,Ajax
ajaxj,660,Ajax (Japan)
akamaru,,Panel &amp; Variety Akamaru Q Jousyou Dont-R
aking,,Angler King (AG1 Ver. A)
akiss,,Mahjong Angel Kiss
akkanvdr,30192,Akkanbeder (Ver 2.5J 1995/06/14)
akumajou,7822,Akuma-Jou Dracula (Japan version P)
akumajoun,7822,Akuma-Jou Dracula (Japan version N)
al520ex,3172,Aleste 520EX
al8800bt,,Altair 8800bt
aladmdb,,Aladdin (bootleg of Japanese Megadrive version)
albatross,30890,Albatross (US Prototype?)
alcapone,,Al Capone
alcat_l7,,Alley Cats (Shuffle) (L-7)
alchemya,1004,"Alchemy (1J009611, NSW/ACT)"
alcon,,Alcon (US)
aleck64,,Aleck64 PIF BIOS
alexkidd,,"Alex Kidd: The Lost Stars (set 2, unprotected)"
alexkidd1,677,"Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021)"
alfa,21506,Didaktik Alfa
alg_bios,,American Laser Games BIOS
algar_l1,,Algar (L-1)
ali,,Ali
alibaba,,Ali Baba and 40 Thieves
alibabab,683,Mustafa and 40 Thieves (bootleg)
alice,18661,Alice
alice32,,Alice 32
alice90,686,Alice 90
alien,,Alien: The Arcade Medal Edition
alien3,,Alien3: The Gun (World)
alien3u,689,Alien3: The Gun (US)
alienar,,Alien Arena
alienaru,691,Alien Arena (Stargate upgrade)
aliencha,,Alien Challenge (World)
alienchac,693,Alien Challenge (China)
aliencr,,Alien Crush
alienfnt,19695,Alien Front (Rev T)
alienfnta,0,Alien Front (Rev A)
alieninv,8409,Alien Invasion
alieninvp2,8409,Alien Invasion Part II
aliens,,Aliens (World set 1)
aliens2,700,Aliens (World set 2)
aliens3,700,Aliens (World set 3)
aliensa,700,Aliens (Asia)
aliensec,,Alien Sector
aliensj,700,Aliens (Japan set 1)
aliensj2,700,Aliens (Japan set 2)
alienstr,,Alien Star
aliensu,700,Aliens (US)
aliensyn,,"Alien Syndrome (set 4, System 16B, unprotected)"
aliensyn2,709,"Alien Syndrome (set 2, System 16A, FD1089A 317-0033)"
aliensyn3,709,"Alien Syndrome (set 3, System 16B, FD1089A 317-0033)"
aliensyn5,709,"Alien Syndrome (set 5, System 16A, FD1089B 317-0037)"
aliensyn7,709,"Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx)"
aliensynj,709,"Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033)"
aliensynjo,709,"Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033)"
aligator,,Alligator Hunt
aligatorun,716,Alligator Hunt (unprotected)
alinvade,,Alien Invaders
alleymas,,Alley Master
allied,,Allied System
alm16,32256,Mephisto Almeria 68000
alm32,32256,Mephisto Alimera 68020
alnattck,,Alien Attack
alnchase,,Alien Chase
alpha1v,,Alpha One (Vision Electronics)
alphaho,,Alpha Fighter / Head On
alpham2,19805,Alpha Mission II / ASO II - Last Guardian (NGM-007 ~ NGH-007)
alpham2p,0,Alpha Mission II / ASO II - Last Guardian (prototype)
alphamis,1233,Alpha Mission
alphaone,18898,"Alpha One (prototype, 3 lives)"
alphaonea,18898,"Alpha One (prototype, 5 lives)"
alphatro,,Alphatronic PC
alphaxz,18351,The Alphax Z (Japan)
alpilota,19695,Airline Pilots (Rev A)
alpiltdx,653,Airline Pilots (deluxe) (Rev B)
alpine,,Alpine Ski (set 1)
alpinea,736,Alpine Ski (set 2)
alpinerc,739,Alpine Racer (Rev. AR2 Ver.C)
alpinerd,,Alpine Racer (Rev. AR2 Ver.D)
alpinesa,,Alpine Surfer (Rev. AF2 Ver.A)
alpinr2a,742,Alpine Racer 2 (Rev. ARS2 Ver.A)
alpinr2b,,Alpine Racer 2 (Rev. ARS2 Ver.B)
alpok_f6,745,Alien Poker (L-6 French speech)
alpok_l2,745,Alien Poker (L-2)
alpok_l6,,Alien Poker (L-6)
altair,,Altair
altaten,,Alta Tensione (ver. 2.01a)
altbeast,,Altered Beast (set 8) (8751 317-0078)
altbeast2,748,Altered Beast (set 2) (MC-8123B 317-0066)
altbeast4,748,Altered Beast (set 4) (MC-8123B 317-0066)
altbeast5,748,Altered Beast (set 5) (FD1094 317-0069)
altbeast5d,748,Altered Beast (set 5) (bootleg of FD1094 317-0069 set)
altbeast6,748,Altered Beast (set 6) (8751 317-0076)
altbeastbl,748,Altered Beast (Datsu bootleg)
altbeastj,748,"Juuouki (set 7, Japan) (8751 317-0077)"
altbeastj1,748,"Juuouki (set 1, Japan) (FD1094 317-0065)"
altbeastj3,748,"Juuouki (set 3, Japan) (FD1094 317-0068)"
altbeastj3d,748,"Juuouki (set 3, Japan) (bootleg of FD1094 317-0068 set)"
alto2,,Alto-II
altos486,,Altos 486
altos5,,Altos 5-15
am64,899,AM 64
am_mg24,,Multi Game I (V.Ger 2.4)
am_mg3,,Multi Game III (V.Ger 3.5)
am_mg31i,768,Multi Game III (S.Ita 3.1)
am_mg33i,768,Multi Game III (S.Ita 3.3)
am_mg34i,768,Multi Game III (S.Ita 3.4)
am_mg35i,,Multi Game III (S.Ita 3.5)
am_mg3a,,Multi Game III (V.Ger 3.64)
amatelas,771,Sei Senshi Amatelass
amazon,,Soldier Girl Amazon
amazonh,,Amazon Hunt
amazoni2,,Amazonia King II (V202BR)
amazonia,,Amazonia King (V104BR)
amaztron,,Amaze-A-Tron
ambush,,Ambush
ambushh,776,Ambush (hack?)
ambushj,776,Ambush (Japan)
ambushv,776,Ambush (Volt Electronics)
amclink,,Amcoe Link Control Box (Version 2.2)
amerdart,,AmeriDarts (set 1)
amerdart2,781,AmeriDarts (set 2)
amerdart3,781,AmeriDarts (set 3)
america,,America 1492
americna,,Americana (9131-01)
americnaa,785,Americana (9131-00)
amerihok,,Ameri-Hockey
amico2k,,Amico 2000
amidar,,Amidar
amidar1,789,Amidar (older)
amidarb,789,Amidar (bootleg)
amidaro,789,Amidar (Olympia)
amidars,789,Amidar (Scramble hardware)
amidaru,789,Amidar (Stern Electronics)
amigo,789,Amigo
ampkr228,802,American Poker II (iamp2 v28)
ampkr2b1,802,"American Poker II (bootleg, set 1)"
ampkr2b2,802,"American Poker II (bootleg, set 2)"
ampkr2b3,802,"American Poker II (bootleg, set 3)"
ampkr2b4,802,"American Poker II (bootleg, set 4)"
ampkr95,802,American Poker 95
ampoker2,,American Poker II
ampro,,Little Z80 Board
amspdwy,,American Speedway (set 1)
amspdwya,804,American Speedway (set 2)
amsterd,,Mephisto Amsterdam
amu880,,Ausbaufaehiger Mikrocomputer mit dem U 880
amusco,,American Music Poker (V1.4)
amuse,,Amuse (Version 50.08 IBA)
amuse1,809,Amuse (Version 30.08 IBA)
amuse1a,809,Amuse (Version 30.08A)
amust,,Amust Executive 816
amzqnar,1004,"Amazon Queen (10005511, NSW/ACT)"
amzteml,1004,"Amazon Temple (10299811, NSW/ACT)"
ancienta,,Ancient Atlantis (set 1)
ancientaa,815,Ancient Atlantis (set 2)
ancientab,815,Ancient Atlantis (set 3)
ancientac,815,Ancient Atlantis (set 4)
ancientad,815,Ancient Atlantis (set 5)
andretti,,Mario Andretti
andretti4,820,Mario Andretti (rev.T4)
androdun,19805,Andro Dunos (NGM-049 ~ NGH-049)
androidp,,"Android (prototype, later build)"
androidpo,823,"Android (prototype, early build)"
andromed,,Andromeda (Japan?)
andromep,,Andromeda (set 1)
andromepa,826,Andromeda (set 2)
angelkds,,Angel Kids (Japan)
anibonus,,Animal Bonus (Version 1.8E Dual)
anibonusb1,829,"Animal Bonus (Version 1.7R, set 1)"
anibonusb2,829,"Animal Bonus (Version 1.7LT, set 1)"
anibonusd1,829,"Animal Bonus (Version 1.7R, set 2)"
anibonusd2,829,"Animal Bonus (Version 1.7LT, set 2)"
anibonuso,829,Animal Bonus (Version 1.5)
anibonuso2,829,"Animal Bonus (Version 1.4, set 1)"
anibonuso3,829,"Animal Bonus (Version 1.4, set 2)"
anibonusv1,829,Animal Bonus (Version 1.8R Dual)
anibonusv2,829,Animal Bonus (Version 1.8LT Dual)
anibonusxo,829,Animal Bonus (Version 1.50XT)
anibonusxo2,829,"Animal Bonus (Version 1.40XT, set 1)"
anibonusxo3,829,"Animal Bonus (Version 1.40XT, set 2)"
animalc,23026,Animal Catch
animaljr,,Exciting Animal Land Jr. (USA)
animaljrj,843,Waiwai Animal Land Jr. (Japan)
animaljrs,843,Animalandia Jr. (Spanish)
animpkr,,unknown animal-themed game (bottom)
animpkra,846,unknown animal-themed game (top)
anithunt,,"Animal Treasure Hunt (Version 1.9R, set 1)"
anithuntd1,848,"Animal Treasure Hunt (Version 1.9R, set 2)"
anithunto,848,Animal Treasure Hunt (Version 1.7)
anithunto2,848,Animal Treasure Hunt (Version 1.5)
anithuntv1,848,Animal Treasure Hunt (Version 1.9R Dual)
anmlbskt,1413,Animal Basket
antar,,Antar (set 1)
antar2,854,Antar (set 2)
antcleo,1004,"Antony and Cleopatra (10177211, Malaysia)"
anteater,,Anteater
anteaterg,857,Ameisenbaer (German)
anteatergg,857,"Ameisenbaer (German, Galaxian hardware)"
anteateruk,857,The Anteater (UK)
antiairc,,Anti-Aircraft [TTL]
aodk,19805,Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008 ~ ADH-008)
aof,19805,Art of Fighting / Ryuuko no Ken (NGM-044 ~ NGH-044)
aof2,19805,Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056)
aof2a,0,Art of Fighting 2 / Ryuuko no Ken 2 (NGH-056)
aof3,19805,Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden
aof3k,0,Art of Fighting 3 - The Path of the Warrior (Korean release)
aoh,,Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07)
apache3,,Apache 3
apache3a,869,Apache 3 (Kana Corporation license)
apb,,APB - All Points Bulletin (rev 7)
apb1,871,APB - All Points Bulletin (rev 1)
apb2,871,APB - All Points Bulletin (rev 2)
apb3,871,APB - All Points Bulletin (rev 3)
apb4,871,APB - All Points Bulletin (rev 4)
apb5,871,APB - All Points Bulletin (rev 5)
apb6,871,APB - All Points Bulletin (rev 6)
apbf,871,APB - All Points Bulletin (French)
apbg,871,APB - All Points Bulletin (German)
apc,,APC
apexc,,All Purpose Electronic X-ray Computer (as described in 1957)
apfimag,883,APF Imagination Machine
apfm1000,,APF M-1000
aplannb,8232,Apricot LANstation (Novell Remote Boot)
aplanst,8232,Apricot LANstation (Krypton Motherboard)
aplarail,,"Attack Pla Rail (Japan, AP1/VER.A)"
aplatoon,680,Platoon V.3.1 US
aplsbon,8232,Apricot LS Pro (Bonsai Motherboard)
aplscar,8232,Apricot LS Pro (Caracal Motherboard)
apocof,1004,"Apollo Coffee (0151105, US)"
apogee,22303,Apogee BK-01
apollo13,,Apollo 13 (5.01)
apollo13_10,892,Apollo 13 (1.00)
apollo80,30761,Apollo 80 (Germany)
aponow,22565,Apocaljpse Now (bootleg of Rescue)
apparel,,Apparel Night (Japan 860929)
apple1,,Apple I
apple10,,Apple 10 (Ver 1.21)
apple2,,Apple ][
apple2c,,Apple //c
apple2c0,900,Apple //c (UniDisk 3.5)
apple2c3,900,Apple //c (Original Memory Expansion)
apple2c4,900,Apple //c (rev 4)
apple2cp,900,Apple //c Plus
apple2e,,Apple //e
apple2ee,905,Apple //e (enhanced)
apple2eeuk,905,"Apple //e (enhanced, UK)"
apple2ep,905,Apple //e (Platinum)
apple2euk,905,Apple //e (UK)
apple2gs,,Apple IIgs (ROM03)
apple2gsr0,910,Apple IIgs (ROM00)
apple2gsr0p,910,Apple IIgs (ROM00 prototype 6/19/1986)
apple2gsr0p2,910,Apple IIgs (ROM00 prototype 3/10/1986)
apple2gsr1,910,Apple IIgs (ROM01)
apple2gsr3lp,910,Apple IIgs (ROM03 late prototype?)
apple2gsr3p,910,Apple IIgs (ROM03 prototype)
apple2jp,899,Apple ][ J-Plus
apple2p,899,Apple ][+
apple3,,Apple ///
applix,,Applix 1616
appoooh,,Appoooh
aprfte,8232,Apricot FT//ex 486 (J3 Motherboard)
apricot,,Apricot PC
apricotxi,923,Apricot Xi
aprpand,8232,Apricot FTs (Panther Rev F 1.02.26)
apvxft,8232,Apricot VX FT server
apxena1,8232,Apricot XEN PC (A1 Motherboard)
apxeni,8232,Apricot XEN-i 386 (Leopard Motherboard)
apxenls3,8232,Apricot XEN-LS (Venus IV Motherboard)
apxenp2,8232,Apricot XEN PC (P2 Motherboard)
apxlsam,8232,Apricot XEN-LS II (Samurai Motherboard)
aquajack,,Aqua Jack (World)
aquajackj,932,Aqua Jack (Japan)
aquajacku,932,Aqua Jack (US)
aquajet,,Aqua Jet (Rev. AJ2 Ver.B)
aqualand,,Aqualand
aquarium,,Aquarium (US)
aquariumj,937,Aquarium (Japan)
aquarius,,Aquarius (NTSC)
aquarush,,"Aqua Rush (Japan, AQ1/VER.A1)"
aquastge,,Aqua Stage
ar_airh,945,"SportTime Table Hockey (Arcadia, set 1, V 2.1)"
