name,cloneOf,description
m4acechs__g,15954,Ace Chase (BWB) (MPU4) (AE  1.0)
m4acechs__h,15954,"Ace Chase (BWB) (MPU4) (AE10 2.0, set 2)"
m4acechs__i,15954,"Ace Chase (BWB) (MPU4) (AE10 2.0, set 3)"
m4acechs__j,15954,"Ace Chase (BWB) (MPU4) (AE10 2.0, set 4)"
m4acechs__k,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 1)"
m4acechs__l,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 2)"
m4acechs__m,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 3)"
m4acechs__n,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 4)"
m4acechs__o,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 5)"
m4acechs__p,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 6)"
m4acechs__q,15954,"Ace Chase (BWB) (MPU4) (AE5 2.0, set 5)"
m4acechs__r,15954,"Ace Chase (BWB) (MPU4) (AE5 3.0, set 2)"
m4acechs__s,15954,"Ace Chase (BWB) (MPU4) (AE10 2.0, set 5)"
m4acechs__t,15954,"Ace Chase (BWB) (MPU4) (AE10 3.0, set 2)"
m4acechs__u,15954,"Ace Chase (BWB) (MPU4) (AE20 3.0, set 7)"
m4actbnk,,Action Bank (Barcrest) (MPU4) (ACT 0.7)
m4actbnk__a,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 B)
m4actbnk__b,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 BD)
m4actbnk__c,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 C)
m4actbnk__d,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 D)
m4actbnk__e,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 KD)
m4actbnk__f,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 YD)
m4actbnk__g,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 K)
m4actbnk__h,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 Y)
m4actbnk__i,15976,Action Bank (Barcrest) (MPU4) (ACT 0.7 AD)
m4actbnka,15976,"Action Bank (Barcrest) (Mod 2 type, AC3.0) (MPU4)"
m4actbnkb,15976,"Action Bank (Barcrest) (Mod 2 type, ACT2.0) (MPU4)"
m4actclb,,Action Club (Barcrest) (MPU4) (ABV 1.9)
m4actclba,15988,Action Club (Barcrest) (MPU4) (A2C 1.1)
m4actnot,,Action Note (Barcrest) (MPU4) (AN 1.2)
m4actpak,,Action Pack (Barcrest) (MPU4) (AP 0.4)
m4actpaka,15991,Action Pack (Barcrest) (MPU4) (AP 0.5)
m4addr,,"Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1, set 1)"
m4addr10,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0, set 1)"
m4addr10_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0, set 2)"
m4addr10c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, set 1)"
m4addr10c_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, set 2)"
m4addr10d,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 D, set 1)"
m4addr10d_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 D, set 2)"
m4addr10yd,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 YD, set 1)"
m4addr10yd_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 YD, set 2)"
m4addr3,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0, set 1)"
m4addr3_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0, set 2)"
m4addr3_b,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0, set 3)"
m4addr3_c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0, set 4)"
m4addr3_d,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0, set 5)"
m4addr3d,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 D, set 1)"
m4addr3d_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 D, set 2)"
m4addr3d_b,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 D, set 3)"
m4addr3d_c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 D, set 4)"
m4addr3yd,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 YD, set 1)"
m4addr3yd_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 YD, set 2)"
m4addr3yd_b,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 YD, set 3)"
m4addr3yd_c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 3.0 YD, set 4)"
m4addr4,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0, set 1)"
m4addr4_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0, set 2)"
m4addr4c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0 C, set 1)"
m4addr4c_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0 C, set 2)"
m4addr4c_b,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0 C, set 3)"
m4addr4d,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0 D, set 1)"
m4addr4yd,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 4.0 YD, set 1)"
m4addr5,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0, set 1)"
m4addr5_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0, set 2)"
m4addr5c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 C, set 1)"
m4addr5c_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 C, set 2)"
m4addr5d,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 D, set 1)"
m4addr5d_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 D, set 2)"
m4addr5yd,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 YD, set 1)"
m4addr5yd_a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 5.0 YD, set 2)"
m4addr6lc,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 C)
m4addr6ld,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 D)
m4addr6lk,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 K)
m4addr6ly,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 Y)
m4addr6lybd,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 YBD)
m4addr6lyd,15993,Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1 YD)
m4addr_h1,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 1)"
m4addr_h2,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 2)"
m4addrc,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 3)"
m4addrc__a,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 6)"
m4addrc__b,15993,"Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1, hack, set 1)"
m4addrc__c,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 4)"
m4addrc__d,15993,"Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1, set 2)"
m4addrc__h,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0, hack)"
m4addrc__i,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 7)"
m4addrc__j,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 8)"
m4addrc__k,15993,"Classic Adders &amp; Ladders (Barcrest) (MPU4) (A6L 0.1, hack, set 2)"
m4addrc__l,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0, 1993)"
m4addrc__m,15993,"Classic Adders &amp; Ladders (BWB / Barcrest) (MPU4) (ADD 1.0 C, hack, set 5)"
m4addrcc,,Adders &amp; Ladders Classic Club (Barcrest) (MPU4) (ADC 1.1)
m4addrcc__a,16049,Adders &amp; Ladders Classic Club (Barcrest) (MPU4) (ADC 1.1 F)
m4addrcc__b,16049,Adders &amp; Ladders Classic Club (Barcrest) (MPU4) (ADC 1.1 L)
m4addrcc__c,16049,Adders &amp; Ladders Classic Club (Barcrest) (MPU4) (ADC 1.1 D)
m4addrcc__d,16049,Adders &amp; Ladders Classic Club (Barcrest) (MPU4) (ADC 0.5)
m4addrd,,Adders &amp; Ladders (Barcrest) (Dutch) (MPU4) (DAL 1.2)
m4aladn,,Aladdin's Cave (Crystal) (MPU4) (set 1)
m4aladna,16055,Aladdin's Cave (Crystal) (MPU4) (set 2)
m4aladnb,16055,Aladdin's Cave (Crystal) (MPU4) (set 3)
m4aladnc,16055,Aladdin's Cave (Crystal) (MPU4) (set 4)
m4aladnd,16055,Aladdin's Cave (Crystal) (MPU4) (set 5)
m4aladne,16055,Aladdin's Cave (Crystal) (MPU4) (set 6)
m4aladnf,16055,Aladdin's Cave (Crystal) (MPU4) (set 7)
m4aladng,16055,Aladdin's Cave (Crystal) (MPU4) (set 8)
m4aladnh,16055,Aladdin's Cave (Crystal) (MPU4) (set 9)
m4aladni,16055,Aladdin's Cave (Crystal) (MPU4) (set 10)
m4aliz,,AlizBaz (Qps) (German) (MPU4)
m4alladv,,All Cash Advance (Barcrest) (MPU4) (C2B 6.0)
m4alpha,,Alphabet (Barcrest) (MPU4) (A4B 1.0)
m4amalad,,American Aladdin (Avantime?) (MPU4) (set 1)
m4amalad__a,16068,American Aladdin (Avantime?) (MPU4) (set 2)
m4amalad__b,16068,American Aladdin (Avantime?) (MPU4) (set 3)
m4amalad__c,16068,American Aladdin (Avantime?) (MPU4) (set 4)
m4amalad__d,16068,American Aladdin (Avantime?) (MPU4) (set 5)
m4amalad__e,16068,American Aladdin (Avantime?) (MPU4) (set 6)
m4amalad__f,16068,American Aladdin (Avantime?) (MPU4) (set 7)
m4amalad__g,16068,American Aladdin (Avantime?) (MPU4) (set 8)
m4amalad__h,16068,American Aladdin (Avantime?) (MPU4) (set 9)
m4amalad__i,16068,American Aladdin (Avantime?) (MPU4) (set 10)
m4amalad__j,16068,American Aladdin (Avantime?) (MPU4) (set 11)
m4amalad__k,16068,American Aladdin (Avantime?) (MPU4) (set 12)
m4amalad__l,16068,American Aladdin (Avantime?) (MPU4) (set 13)
m4amalad__m,16068,American Aladdin (Avantime?) (MPU4) (set 14)
m4amalad__n,16068,American Aladdin (Avantime?) (MPU4) (set 15)
m4ambass,,Ambassador (Barcrest) (Dutch) (MPU4) (DAM 3.7)
m4amhiwy,,American Highway (Barcrest) (Dutch) (MPU4) (DAH 2.0)
m4andybt,,Andy's Big Time Club (Barcrest) (MPU4) (ABT 1.8)
m4andybt__a,16085,Andy's Big Time Club (Barcrest) (MPU4) (ABT 1.8 F)
m4andybt__b,16085,Andy's Big Time Club (Barcrest) (MPU4) (ABT 1.8 D)
m4andybt__c,16085,Andy's Big Time Club (Barcrest) (MPU4) (ABT 1.5)
m4andycp,,Andy Capp (BWB / Barcrest) (MPU4) (AC10)
m4andycp10_a,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC10, hack?)"
m4andycp10c,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC10C)
m4andycp10c_a,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC10C, hack?, set 1)"
m4andycp10c_b,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC10C, hack?, set 2)"
m4andycp10c_c,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC10C, hack?, set 3)"
m4andycp10c_d,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC10C, hack?, set 4)"
m4andycp10d,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC10D)
m4andycp10k,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC10K)
m4andycp10yd,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC10YD)
m4andycp20,16089,"Andy Capp (Barcrest) (MPU4) (hack?, set 1)"
m4andycp20_a,16089,"Andy Capp (Barcrest) (MPU4) (hack?, set 2)"
m4andycp20_b,16089,"Andy Capp (Barcrest) (MPU4) (hack?, set 3)"
m4andycp8,16089,Andy Capp (Barcrest) (MPU4) (AN8)
m4andycp8ad,16089,Andy Capp (Barcrest) (MPU4) (AN8 AD)
m4andycp8b,16089,Andy Capp (Barcrest) (MPU4) (AN8 B)
m4andycp8c,16089,Andy Capp (Barcrest) (MPU4) (AN8 C)
m4andycp8d,16089,Andy Capp (Barcrest) (MPU4) (AN8 D)
m4andycp8k,16089,Andy Capp (Barcrest) (MPU4) (AN8 K)
m4andycp8kd,16089,Andy Capp (Barcrest) (MPU4) (AN8 KD)
m4andycp8y,16089,Andy Capp (Barcrest) (MPU4) (AN8 Y)
m4andycp8yd,16089,Andy Capp (Barcrest) (MPU4) (AN8 YD)
m4andycpac,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC5)
m4andycpac_a,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5, hack?)"
m4andycpacc,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC5 C)
m4andycpacc_a,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5 C, hack?, set 1)"
m4andycpacc_b,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5 C, hack?, set 2)"
m4andycpacc_c,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5 C, hack?, set 3)"
m4andycpacc_d,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5 C, hack?, set 4)"
m4andycpacc_e,16089,"Andy Capp (BWB / Barcrest) (MPU4) (AC5 C, hack?, set 5)"
m4andycpaccsd,16089,Andy Capp (BWB / Barcrest) (MPU4) (ACC5)
m4andycpacd,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC5 D)
m4andycpack,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC5 K)
m4andycpacyd,16089,Andy Capp (BWB / Barcrest) (MPU4) (AC5 YD)
m4andycpc2,16089,"Andy Capp (Barcrest) (MPU4) (C2T, set 1)"
m4andycpc2_a,16089,"Andy Capp (Barcrest) (MPU4) (C2T, set 2)"
m4andycpc2ad,16089,Andy Capp (Barcrest) (MPU4) (C2T AD)
m4andycpc2b,16089,Andy Capp (Barcrest) (MPU4) (C2T B)
m4andycpc2bd,16089,Andy Capp (Barcrest) (MPU4) (C2T BD)
m4andycpc2d,16089,Andy Capp (Barcrest) (MPU4) (C2T D)
m4andycpc2k,16089,Andy Capp (Barcrest) (MPU4) (C2T K)
m4andycpc2kd,16089,Andy Capp (Barcrest) (MPU4) (C2T KD)
m4andycpc2r,16089,Andy Capp (Barcrest) (MPU4) (C2T R)
m4andycpc2rd,16089,Andy Capp (Barcrest) (MPU4) (C2T RD)
m4andycpc2y,16089,Andy Capp (Barcrest) (MPU4) (C2T Y)
m4andycpc2yd,16089,Andy Capp (Barcrest) (MPU4) (C2T YD)
m4andycpc5,16089,Andy Capp (Barcrest) (MPU4) (C5T)
m4andycpc5ad,16089,Andy Capp (Barcrest) (MPU4) (C5T AD)
m4andycpc5b,16089,Andy Capp (Barcrest) (MPU4) (C5T B)
m4andycpc5bd,16089,Andy Capp (Barcrest) (MPU4) (C5T BD)
m4andycpc5d,16089,Andy Capp (Barcrest) (MPU4) (C5T D)
m4andycpc5k,16089,Andy Capp (Barcrest) (MPU4) (C5T K)
m4andycpc5kd,16089,Andy Capp (Barcrest) (MPU4) (C5T KD)
m4andycpc5y,16089,Andy Capp (Barcrest) (MPU4) (C5T Y)
m4andycpc5yd,16089,Andy Capp (Barcrest) (MPU4) (C5T YD)
m4andycpd,16089,Andy Capp (Barcrest) (MPU4) (AND)
m4andycpdc,16089,Andy Capp (Barcrest) (MPU4) (AND C)
m4andycpdd,16089,Andy Capp (Barcrest) (MPU4) (AND D)
m4andycpdk,16089,Andy Capp (Barcrest) (MPU4) (AND K)
m4andycpdut,,Andy Capp (Barcrest) (Dutch) (MPU4) (DAC 1.3)
m4andycpdy,16089,"Andy Capp (Barcrest) (MPU4) (AND Y, set 1)"
m4andycpdy_a,16089,"Andy Capp (Barcrest) (MPU4) (AND Y, set 2)"
m4andycpdyd,16089,Andy Capp (Barcrest) (MPU4) (AND YD)
m4andyfh,,Andy's Full House (Barcrest) (MPU4) (AFH 0.1)
m4andyfh__0,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 R)
m4andyfh__1,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3)
m4andyfh__2,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 Y)
m4andyfh__3,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 AD)
m4andyfh__4,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 B)
m4andyfh__5,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 BD)
m4andyfh__6,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 D)
m4andyfh__7,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 KD)
m4andyfh__8,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 RD)
m4andyfh__9,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 YD)
m4andyfh__a,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 AD)
m4andyfh__a0,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 KD / CA4 0.1)
m4andyfh__a1,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 YD / CA4 0.1)
m4andyfh__a2,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 K / CA4 0.1)
m4andyfh__a3,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 / CA4 0.1)
m4andyfh__a4,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 Y / CA4 0.1)
m4andyfh__aa,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 K)
m4andyfh__ab,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 R)
m4andyfh__ac,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2)
m4andyfh__ad,16152,Andy's Full House (Barcrest) (MPU4) (AFU 0.2 Y)
m4andyfh__ae,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 AD)
m4andyfh__af,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 B)
m4andyfh__ag,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 BD)
m4andyfh__ah,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 D)
m4andyfh__ai,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 KD)
m4andyfh__aj,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 YD)
m4andyfh__ak,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 K)
m4andyfh__al,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8)
m4andyfh__am,16152,Andy's Full House (Barcrest) (MPU4) (CA4 0.8 Y)
m4andyfh__an,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 AD)
m4andyfh__ao,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 B)
m4andyfh__ap,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 BD)
m4andyfh__aq,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 D)
m4andyfh__ar,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 KD)
m4andyfh__as,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 YD)
m4andyfh__at,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 K)
m4andyfh__au,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2)
m4andyfh__av,16152,Andy's Full House (Barcrest) (MPU4) (CAT 0.2 Y)
m4andyfh__aw,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 AD / CA4 0.1)
m4andyfh__ax,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 B / CA4 0.1)
m4andyfh__ay,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 BD / CA4 0.1)
m4andyfh__az,16152,Andy's Full House (Barcrest) (MPU4) (CAU 0.1 D / CA4 0.1)
m4andyfh__b,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 B)
m4andyfh__c,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 BD)
m4andyfh__d,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 D)
m4andyfh__e,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 KD)
m4andyfh__f,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 YD)
m4andyfh__g,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 K)
m4andyfh__h,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1)
m4andyfh__i,16152,Andy's Full House (Barcrest) (MPU4) (AF3 0.1 Y)
m4andyfh__j,16152,Andy's Full House (Barcrest) (MPU4) (AF8 0.1 B)
m4andyfh__k,16152,Andy's Full House (Barcrest) (MPU4) (AF8 0.1 BD)
m4andyfh__l,16152,Andy's Full House (Barcrest) (MPU4) (AF8 0.1 C)
m4andyfh__m,16152,Andy's Full House (Barcrest) (MPU4) (AF8 0.1 K)
m4andyfh__n,16152,Andy's Full House (Barcrest) (MPU4) (AF8 0.1)
m4andyfh__o,16152,Andy's Full House (Barcrest) (MPU4) (AFH 0.1 B)
m4andyfh__p,16152,Andy's Full House (Barcrest) (MPU4) (AFH 0.1 C)
m4andyfh__q,16152,Andy's Full House (Barcrest) (MPU4) (AFH 0.1 D)
m4andyfh__r,16152,Andy's Full House (Barcrest) (MPU4) (AFH 0.1 R)
m4andyfh__s,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 AD)
m4andyfh__t,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 B)
m4andyfh__u,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 BD)
m4andyfh__v,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 D)
m4andyfh__w,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 KD)
m4andyfh__x,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 RD)
m4andyfh__y,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 YD)
m4andyfh__z,16152,Andy's Full House (Barcrest) (MPU4) (AFT 0.3 K)
m4andyfl,,Andy Loves Flo (BWB / Barcrest) (MPU4) (AL4 2.1 KS)
m4andyfl3,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1)
m4andyfl3ad,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 AD)
m4andyfl3b,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 B)
m4andyfl3bd,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 BD)
m4andyfl3d,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 D)
m4andyfl3k,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 K)
m4andyfl3kd,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 KD)
m4andyfl3y,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 Y)
m4andyfl3yd,16220,Andy Loves Flo (Barcrest) (MPU4) (AL3 0.1 YD)
m4andyfl8,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1)
m4andyfl8ad,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 AD)
m4andyfl8b,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 B)
m4andyfl8bd,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 BD)
m4andyfl8bs,16220,Andy Loves Flo (BWB / Barcrest) (MPU4) (AL_ 2.4 KS)
m4andyfl8c,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 C)
m4andyfl8d,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 D)
m4andyfl8k,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 K)
m4andyfl8kd,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 KD)
m4andyfl8y,16220,Andy Loves Flo (Barcrest) (MPU4) (AL8 0.1 Y)
m4andyflf,16220,Andy Loves Flo (Barcrest) (MPU4) (ALF 2.0)
m4andyflfb,16220,Andy Loves Flo (Barcrest) (MPU4) (ALF 2.0 B)
m4andyflfc,16220,Andy Loves Flo (Barcrest) (MPU4) (ALF 2.0 C)
m4andyflfk,16220,Andy Loves Flo (Barcrest) (MPU4) (ALF 2.0 K)
m4andyflfr,16220,Andy Loves Flo (Barcrest) (MPU4) (ALF 2.0 R)
m4andyflt,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4)
m4andyfltad,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 AD)
m4andyfltb,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 B)
m4andyfltbd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 BD)
m4andyfltd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 D)
m4andyfltk,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 K)
m4andyfltkd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 KD)
m4andyfltr,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 R)
m4andyfltrd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 RD)
m4andyflty,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 Y)
m4andyfltyd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALT 0.4 YD)
m4andyflu,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3)
m4andyfluad,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 AD)
m4andyflub,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 B)
m4andyflubd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 BD)
m4andyflud,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 D)
m4andyfluk,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 K)
m4andyflukd,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 KD)
m4andyflur,16220,Andy Loves Flo (Barcrest) (MPU4) (ALU 0.3 R)
