name,cloneOf,description
twincobr,,Twin Cobra (World)
twincobru,28836,Twin Cobra (US)
twineag2,,Twin Eagle II - The Rescue Mission
twineagl,,Twin Eagle - Revenge Joe's Brother
twinfalc,,Twin Falcons
twinhawk,,Twin Hawk (World)
twinhawku,28841,Twin Hawk (US)
twinkle,,Twinkle
twinqix,,Twin Qix (Ver 1.0A 1995/01/17) (Prototype)
twins,,Twins (set 1)
twinsa,28845,Twins (set 2)
twinspri,17898,Twinkle Star Sprites
twinsqua,,Twin Squash
twocrude,2088,Two Crude (US FT revision 1)
twocrudea,2088,Two Crude (US FT version)
twotiger,,Two Tigers (dedicated)
twotigerc,28851,Two Tigers (Tron conversion)
twrldc94,,Tecmo World Cup '94 (set 1)
twrldc94a,28853,Tecmo World Cup '94 (set 2)
twrshaft,562,Tower &amp; Shaft
tws96,17898,Tecmo World Soccer '96
twst_300,28859,Twister (3.00)
twst_404,28859,Twister (4.04)
twst_405,,Twister (4.05)
tx1,,TX-1 (World)
tx1jb,28860,TX-1 (Japan rev. B)
tx1jc,28860,TX-1 (Japan rev. C)
txsector,,TX-Sector
tylz,,Tylz (prototype)
typhoon,549,Typhoon
tz_92,,Twilight Zone (9.2)
tz_94ch,28866,Twilight Zone (9.4CH)
tz_94h,28866,Twilight Zone (9.4H)
tz_h7,28866,Twilight Zone (H-7)
tz_h8,28866,Twilight Zone (H-8)
tz_ifpa,28866,Twilight Zone (IFPA rules)
tz_l1,28866,Twilight Zone (L-1)
tz_l2,28866,Twilight Zone (L-2)
tz_l3,28866,Twilight Zone (L-3)
tz_l4,28866,Twilight Zone (L-4)
tz_p3,28866,Twilight Zone (P-3)
tz_p4,28866,Twilight Zone (P-4)
tz_pa1,28866,Twilight Zone (PA-1)
uballoon,,Ultra Balloon
uboat65,,U-boat 65
uccops,,Undercover Cops (World)
uccopsar,28881,Undercover Cops - Alpha Renewal Version
uccopsj,28881,Undercover Cops (Japan)
uccopsu,28881,Undercover Cops (US)
uchuuai,,Mahjong Uchuu yori Ai wo komete (Japan)
ucytokyu,,Uchuu Tokkyuu Medalian
uecology,4017,Ultimate Ecology (Japan 931203)
ufo21,,UFO Catcher 21
ufo800,,UFO Catcher 800
ufo_x,,UFO-X
ufomini,,UFO Catcher Mini
ufosensi,,"Ufo Senshi Yohko Chan (MC-8123, 317-0064)"
ufosensib,28892,"Ufo Senshi Yohko Chan (bootleg, not encrypted)"
ultennis,,Ultimate Tennis
ultennisj,28894,"Ultimate Tennis (v 1.4, Japan)"
ultrainv,7064,Ultra Invaders
ultraman,,Ultraman (Japan)
ultramhm,,Ultra Maru-hi Mahjong (Japan)
ultratnk,,Ultra Tank
ultrax,,Ultra X Weapons / Ultra Keibitai
ultraxg,28900,Ultra X Weapons / Ultra Keibitai (GAMEST review build)
ultrchmp,17906,Se Gye Hweng Dan Ultra Champion (Korea)
ultrchmph,17906,Cheng Ba Shi Jie - Chao Shi Kong Guan Jun (Taiwan)
umanclub,,Ultraman Club - Tatakae! Ultraman Kyoudai!!
umipoker,,Umi de Poker / Marine Paradise (Japan)
umk3,,Ultimate Mortal Kombat 3 (rev 1.2)
umk3r10,28906,Ultimate Mortal Kombat 3 (rev 1.0)
umk3r11,28906,Ultimate Mortal Kombat 3 (rev 1.1)
unclepoo,,Uncle Poo
undefeat,17810,Under Defeat (GDL-0035)
undoukai,5268,The Undoukai (Japan)
undrfire,,Under Fire (World)
undrfirej,28912,Under Fire (Japan)
undrfireu,28912,Under Fire (US)
uniwars,,UniWar S
unkch1,,New Cherry Gold '99 (bootleg of Super Cherry Master) (set 1)
unkch2,28916,Super Cherry Gold (bootleg of Super Cherry Master)
unkch3,28916,New Cherry Gold '99 (bootleg of Super Cherry Master) (set 2)
unkch4,28916,Grand Cherry Master (bootleg of Super Cherry Master)
unkh8gam,,unknown H8 Italian Gambling game
unkhorse,,unknown Japanese horse gambling game
unkpacg,,unknown Pac-Man gambling game
unsquad,,U.N. Squadron (USA)
untoucha,,Untouchable (Japan)
uopoko,,Puzzle Uo Poko (International)
uopokoj,28925,Puzzle Uo Poko (Japan)
upndown,,Up'n Down (315-5030)
upndownu,28927,Up'n Down (not encrypted)
upscope,,Up Scope
upyoural,,Up Your Alley
urashima,,Otogizoushi Urashima Mahjong (Japan)
usafootb,,U.S.A. Football
usagi,28072,Usagi (V2.02J)
usagiol,,Usagi Online (v2.04J)
usagiym,17810,Usagi - Yamashiro Mahjong Hen (GDL-0022)
usclssic,,U.S. Classic
usg182,28943,Games V18.2
usg185,28943,Games V18.5
usg187c,28943,Games V18.7C
usg32,,Super Duper Casino (California V3.2)
usg82,27911,Super Ten V8.2
usg83x,27911,Super Ten V8.3X
usgames,,Games V25.4X
usvsthem,,Us vs. Them
utoukond,,Ultra Toukon Densetsu (Japan)
v4addlad,28952,Adders and Ladders (v2.1) (MPU4 Video)
v4addlad20,0,Adders and Ladders (v2.0) (MPU4 Video)
v4barqs2,28952,Barquest 2 (v0.3) (MPU4 Video)
v4barqst,28952,Barquest (v2.6d) (MPU4 Video)
v4big40,,Big 40 Poker (Bwb) (MPU4 Video)
v4bigfrt,,Big Fruits (v2.0?) (MPU4 Video)
v4bios,,MPU4 Video Firmware
v4blox,,Blox (v2.0) (MPU4 Video)
v4bloxd,28953,"Blox (v2.0, Datapak) (MPU4 Video)"
v4bubbnk,,Bubbly Bonk (v4.0?) (MPU4 Video)
v4bulblx,,Bullion Blox (Bwb) (MPU4 Video)
v4cmaze,28952,The Crystal Maze (v1.3) (MPU4 Video)
v4cmaze2,28952,The New Crystal Maze Featuring Ocean Zone (v2.2) (MPU4 Video)
v4cmaze2a,0,"The New Crystal Maze Featuring Ocean Zone (v0.1, AMLD) (MPU4 Video)"
v4cmaze2b,0,The New Crystal Maze Featuring Ocean Zone (v2.0) (MPU4 Video)
v4cmaze2c,0,The New Crystal Maze Featuring Ocean Zone (v?.?) (MPU4 Video)
v4cmaze2d,0,"The New Crystal Maze Featuring Ocean Zone (v2.2, Datapak) (MPU4 Video)"
v4cmaze3,28952,The Crystal Maze Team Challenge (v0.9) (MPU4 Video)
v4cmaze3a,0,"The Crystal Maze Team Challenge (v1.2, AMLD) (MPU4 Video)"
v4cmaze3b,0,The Crystal Maze Team Challenge (v0.8) (MPU4 Video)
v4cmaze3c,0,The Crystal Maze Team Challenge (v?.?) (MPU4 Video)
v4cmaze3d,0,"The Crystal Maze Team Challenge (v0.9, Datapak) (MPU4 Video)"
v4cmazea,0,"The Crystal Maze (v0.1, AMLD) (MPU4 Video)"
v4cmazeb,0,The Crystal Maze (v1.2) (MPU4 Video)
v4cmazec,0,The Crystal Maze (v1.3 alt) (MPU4 Video)
v4cmazed,0,The Crystal Maze (v1.1) (MPU4 Video)
v4cmazedat,0,"The Crystal Maze (v1.3, Datapak) (MPU4 Video)"
v4cshinf,,Cash Inferno (Bwb) (MPU4 Video)
v4cybcas,,Cyber Casino (Nova) (MPU4 Video)
v4dbltak,,Double Take (Bwb) (MPU4 Video)
v4dealem,,"Deal 'Em (MPU4 Conversion Kit, v7.0)"
v4eyedwn,28952,Eyes Down (v1.3) (MPU4 Video)
v4eyedwnd,0,"Eyes Down (v1.3, Datapak) (MPU4 Video)"
v4frfact,28952,Fruit Factory (Bwb) (MPU4 Video)
v4gldrsh,,Gold Rush (Bwb) (MPU4 Video)
v4mate,28952,The Mating Game (v0.4) (MPU4 Video)
v4mated,0,"The Mating Game (v0.4, Datapak) (MPU4 Video)"
v4mazbel,,Mazooma Belle (v2.5) (MPU4 Video)
v4mazbla,,Mazooma Belle (v1.5) (MPU4 Video)
v4mdice,,Miami Dice (Bwb) (MPU4 Video)
v4megbuk,,Megabucks Poker (Bwb) (MPU4 Video)
v4miami,,Miami Dice (Nova) (MPU4 Video)
v4missis,,Mississippi Lady (Nova) (MPU4 Video)
v4monte,,Monte Carlo Or Bust (Bwb) (MPU4 Video)
v4opt3,28952,Option 3 (v1.0) (MPU4 Video)
v4opt3d,0,Option 3 (v1.0) (Datapak) (MPU4 Video)
v4ovrmn3,,Over Moon Pt3 (Bwb) (MPU4 Video)
v4picdil,,Piccadilly Nights (Nova) (MPU4 Video)
v4psi,,Prize Space Invaders (v1.1) (MPU4 Video)
v4psia,,Prize Space Invaders (v1.2) (MPU4 Video)
v4psib,,Prize Space Invaders (v2.0?) (MPU4 Video)
v4pztet,,"Prize Tetris (Bwb) (MPU4 Video, set 1)"
v4pzteta,28997,"Prize Tetris (Bwb) (MPU4 Video, set 2)"
v4quidgr,28952,Ten Quid Grid (v1.2) (MPU4 Video)
v4quidgr2,0,Ten Quid Grid (v2.4) (MPU4 Video)
v4quidgr2d,0,"Ten Quid Grid (v2.4, Datapak) (MPU4 Video)"
v4quidgrd,0,"Ten Quid Grid (v1.2, Datapak) (MPU4 Video)"
v4redhtp,,"Red Hot Poker (20p/10GBP Cash, release 3) (MPU4 Video)"
v4rencas,,Reno Casino (Bwb) (MPU4 Video)
v4reno,,"Reno Reels (20p/10GBP Cash, release A) (MPU4 Video)"
v4rhmaz,,Red Hot Mazooma Belle (Bwb) (MPU4 Video)
v4shpwnd,,Shop Window (v2.0) (MPU4 Video)
v4sixx,,6-X (Bwb) (MPU4 Video)
v4sklcsh,28952,Skill Cash (v1.1) (MPU4 Video)
v4skltrk,28952,"Skill Trek (v1.1) (MPU4 Video, set 1)"
v4skltrka,0,"Skill Trek (v1.1) (MPU4 Video, set 2)"
v4strike,28952,Strike it Lucky (v0.5) (MPU4 Video)
v4strike2,0,Strike it Lucky (v0.53) (MPU4 Video)
v4strike2d,0,"Strike it Lucky (v0.53, Datapak) (MPU4 Video)"
v4striked,0,"Strike it Lucky (v0.5, Datapak) (MPU4 Video)"
v4sunbst,,Sunburst (Bwb) (MPU4 Video)
v4tetrs,,BwB Tetris v 2.2 (MPU4 Video)
v4time,28952,Time Machine (v2.0) (MPU4 Video)
v4timebn,,Time Bandit (Bwb) (MPU4 Video)
v4turnov,28952,Turnover (v2.3) (MPU4 Video)
v4vgpok,,"Vegas Poker (prototype, release 2) (MPU4 Video)"
v4wize,28952,Wize Move (v1.3d) (MPU4 Video)
v4wizea,28952,Wize Move (v1.2) (MPU4 Video)
valkyrie,,Valkyrie No Densetsu (Japan)
valtric,,Valtric
vamphalf,,Vamf x1/2 (Europe)
vamphalfk,29026,Vamp x1/2 (Korea)
vampj,3457,Vampire: The Night Warriors (Japan 940705)
vampja,3457,Vampire: The Night Warriors (Japan 940705 alt)
vampjr1,3457,Vampire: The Night Warriors (Japan 940630)
vandyke,,Vandyke (Japan)
vandykeb,29031,Vandyke (bootleg with PIC16c57)
vandykejal,29031,"Vandyke (Jaleco, set 1)"
vandykejal2,29031,"Vandyke (Jaleco, set 2)"
vangrd2,,Vanguard II
vanguard,,Vanguard (SNK)
vanguardc,29036,Vanguard (Centuri)
vanguardj,29036,Vanguard (Japan)
vanilla,,Mahjong Vanilla Syndrome (Japan)
vanvan,,Van-Van Car
vanvanb,29040,Van-Van Car (Karateco set 2)
vanvank,29040,Van-Van Car (Karateco set 1)
vaportra,,Vapor Trail - Hyper Offence Formation (World revision 1)
vaportra3,29043,Vapor Trail - Hyper Offence Formation (World revision 3?)
vaportrau,29043,Vapor Trail - Hyper Offence Formation (US)
vaportrx,,Vapor TRX
vaportrxp,29046,Vapor TRX (prototype)
varth,,Varth: Operation Thunderstorm (World 920714)
varthj,29048,Varth: Operation Thunderstorm (Japan 920714)
varthr1,29048,Varth: Operation Thunderstorm (World 920612)
varthu,29048,Varth: Operation Thunderstorm (USA 920612)
vasara,,Vasara
vasara2,,Vasara 2 (set 1)
vasara2a,29053,Vasara 2 (set 2)
vastar,,Vastar (set 1)
vastar2,29055,Vastar (set 2)
vastar3,29055,Vastar (set 3)
vastar4,29055,Vastar (set 4)
vathlete,17810,Virtua Athletics / Virtua Athlete (GDS-0019)
vautour,18878,Vautour (bootleg of Phoenix) (8085A CPU)
vautourz,18878,Vautour (bootleg of Phoenix) (Z80 CPU)
vball,,U.S. Championship V'ball (US)
vball2pj,29062,U.S. Championship V'ball (Japan)
vball2pjb,29062,U.S. Championship V'ball (bootleg of Japan set)
vballb,29062,U.S. Championship V'ball (bootleg of US set)
vblokbrk,26500,VS Block Breaker (Asia)
vbowl,,"Virtua Bowling (World, V101XCM)"
vbowlj,29067,"Virtua Bowling (Japan, V100JCM)"
vcarn,,Video Carnival 1999 / Super Royal Card (Version 0.11)
vcircle,,Vicious Circle (prototype)
vcombat,,Virtual Combat
vcop,,Virtua Cop (Revision B)
vcop2,,Virtua Cop 2
vcop3,2219,Virtua Cop 3 (Rev A) (GDX-0003A)
vcopa,29072,Virtua Cop (Revision A)
vector,,Vector
vega,,Vega
vegas,,Vegas
vegasfst,29083,Royal Vegas Joker Card (fast deal)
vegasfte,29083,"Royal Vegas Joker Card (fast deal, English gfx)"
vegasgp,,Vegas (Game Plan)
vegasmil,29083,"Royal Vegas Joker Card (fast deal, Mile)"
vegasslw,,Royal Vegas Joker Card (slow deal)
vegast,9061,Vegas (Taito)
vendetta,,"Vendetta (World, 4 Players, ver. T)"
vendetta2p,29085,"Vendetta (World, 2 Players, ver. W)"
vendetta2pd,29085,"Vendetta (Asia, 2 Players, ver. D)"
vendetta2peba,29085,"Vendetta (World, 2 Players, ver. EB-A?)"
vendetta2pu,29085,"Vendetta (Asia, 2 Players, ver. U)"
vendettaj,29085,"Crime Fighters 2 (Japan, 2 Players, ver. P)"
vendettar,29085,"Vendetta (World, 4 Players, ver. R)"
venture,,Venture (version 5 set 1)
venture2,29092,Venture (version 5 set 2)
venture4,29092,Venture (version 4)
venus,6445,Venus (bootleg of Gyruss)
version4,,Version 4 (Version 4.3R CGA)
version4d2,29096,Version 4 (Version 4.3E CGA)
version4d3,29096,Version 4 (Version 4.3LT CGA)
version4o,29096,Version 4 (Version 4.2R CGA)
version4v,29096,Version 4 (Version 4.3R Dual)
version4v2,29096,Version 4 (Version 4.3E Dual)
version4v3,29096,Version 4 (Version 4.3LT Dual)
vf,,Virtua Fighter
vf2,,Virtua Fighter 2 (Version 2.1)
vf2a,29104,Virtua Fighter 2 (Revision A)
vf2b,29104,Virtua Fighter 2 (Revision B)
vf2o,29104,Virtua Fighter 2
vf3,,Virtua Fighter 3 (Revision C)
vf3a,29108,Virtua Fighter 3 (Revision A)
vf3tb,29108,Virtua Fighter 3 Team Battle
vf4,17809,Virtua Fighter 4 (GDS-0012)
vf4b,0,Virtua Fighter 4 (Rev B) (GDS-0012B)
vf4c,0,Virtua Fighter 4 (Rev C) (GDS-0012C)
vf4cart,17809,Virtua Fighter 4 (Cartridge)
vf4evo,17809,Virtua Fighter 4 Evolution (Rev B) (GDS-0024B)
vf4evoa,0,Virtua Fighter 4 Evolution (Rev A) (GDS-0024A)
vf4evoct,17809,Virtua Fighter 4 Evolution (Cartridge)
vf4tuned,17809,Virtua Fighter 4 Final Tuned (Rev F) (GDS-0036F)
vf4tuneda,0,Virtua Fighter 4 Final Tuned (Rev A) (GDS-0036A)
vf4tunedd,0,Virtua Fighter 4 Final Tuned (Rev D) (GDS-0036D)
vf5,9217,Virtua Fighter 5 (Export)
vfive,6201,V-Five (Japan)
vfkids,27849,Virtua Fighter Kids (JUET 960319 V0.000)
vformula,29236,Virtua Formula
vfremix,27849,Virtua Fighter Remix (JUETBKAL 950428 V1.000)
vfurlong,1174,Net Select Keiba Victory Furlong
vgoalsca,29128,V Goal Soccer (US/Japan/Korea)
vgoalsoc,,V Goal Soccer (Europe)
vhunt2,,Vampire Hunter 2: Darkstalkers Revenge (Japan 970929)
vhunt2d,29129,Vampire Hunter 2: Darkstalkers Revenge (Japan 970913 Phoenix Edition) (bootleg)
vhunt2r1,29129,Vampire Hunter 2: Darkstalkers Revenge (Japan 970913)
vhuntj,18085,Vampire Hunter: Darkstalkers' Revenge (Japan 950316)
vhuntjr1,18085,Vampire Hunter: Darkstalkers' Revenge (Japan 950307)
vhuntjr1s,18085,Vampire Hunter: Darkstalkers' Revenge (Japan 950307 stop version)
vhuntjr2,18085,Vampire Hunter: Darkstalkers' Revenge (Japan 950302)
victlapw,,Ace Driver: Victory Lap (Rev. ADV2)
victnine,,Victorious Nine
victor21,,Victor 21
victor5,,G.E.A.
victor6,,Victor 6 (v2.3N)
victor6a,29140,Victor 6 (v2.3)
victor6b,29140,Victor 6 (v1.2)
victorba,29144,Victor Banana
victory,,Victory
victoryp,,Victory (Pinball)
victroad,,Victory Road
videocba,29151,Video Cordoba
videodad,29151,Video Dado
videomat,666,Videomat (Polish bootleg)
videopin,,Video Pinball
videopkr,,Video Poker
videtrna,29153,Videotron Poker (normal controls)
videtron,,"Videotron Poker (cards selector, set 1)"
videtron2,29153,"Videotron Poker (cards selector, set 2)"
vidvince,,Video Vince and the Game Factory (prototype)
viewpoin,17898,Viewpoint
vigilant,,"Vigilante (World, Rev E)"
vigilant1,29157,"Vigilante (World, Rev C)"
vigilantb,29157,Vigilante (bootleg)
vigilantj,29157,"Vigilante (Japan, Rev D)"
vigilantu,29157,Vigilante (US)
vigilantu2,29157,"Vigilante (US, Rev G)"
viking,,Viking
vikingt,,Viking Treasure
vimana,,"Vimana (World, set 1)"
vimanaj,29165,Vimana (Japan)
vimanan,29165,"Vimana (World, set 2)"
vindctr2,,Vindicators Part II (rev 3)
vindctr2r1,29168,Vindicators Part II (rev 1)
vindctr2r2,29168,Vindicators Part II (rev 2)
vindictr,,Vindicators (rev 5)
vindictr1,29171,Vindicators (rev 1)
vindictr2,29171,Vindicators (rev 2)
vindictr4,29171,Vindicators (rev 4)
vindictre,29171,"Vindicators (Europe, rev 5)"
vindictre3,29171,"Vindicators (Europe, rev 3)"
vindictre4,29171,"Vindicators (Europe, rev 4)"
vindictrg,29171,"Vindicators (German, rev 1)"
viofight,,Violence Fight (World)
viofightj,29179,Violence Fight (Japan)
viofightu,29179,Violence Fight (US)
viostorm,,Violent Storm (ver EAC)
viostorma,29182,Violent Storm (ver AAC)
viostormab,29182,Violent Storm (ver AAB)
viostormeb,29182,Violent Storm (ver EAB)
viostormj,29182,Violent Storm (ver JAC)
viostormu,29182,Violent Storm (ver UAC)
viostormub,29182,Violent Storm (ver UAB)
vipclub,18169,Vip Club - Maru-hi Ippatsu Kaihou [BET] (Japan 880310)
viper,,Viper
viperp,,Viper (Pinball)
viprp1,,"Viper Phase 1 (New Version, World)"
viprp1h,29192,"Viper Phase 1 (New Version, Holland)"
viprp1hk,29192,Viper Phase 1 (Hong Kong)
viprp1j,29192,"Viper Phase 1 (New Version, Japan)"
viprp1k,29192,"Viper Phase 1 (New Version, Korea)"
viprp1oj,29192,Viper Phase 1 (Japan)
viprp1ot,29192,Viper Phase 1 (Germany)
viprp1s,29192,"Viper Phase 1 (New Version, Switzerland)"
viprp1u,29192,"Viper Phase 1 (New Version, US set 1)"
viprp1ua,29192,"Viper Phase 1 (New Version, US set 2)"
viprsega,,Viper Night Drivin'
virnba,17808,"Virtua NBA (JPN, USA, EXP, KOR, AUS)"
virnbao,0,"Virtua NBA (JPN, USA, EXP, KOR, AUS) (original)"
virnbap,0,Virtua NBA (prototype)
vitaminc,,Mahjong Vitamin C (Japan)
vivdolls,562,Vivid Dolls
vlcno_1a,29209,Volcano (Sound Only set 2)
vlcno_1b,,Volcano (Sound Only set 1)
vlcno_ax,,Volcano
vliner,17898,V-Liner (set 1)
vlinero,0,V-Liner (set 2)
vmahjong,27849,Virtual Mahjong (J 961214 V1.000)
vmetal,,Varia Metal
vmetaln,29214,Varia Metal (New Ways Trading Co.)
vnight,28032,Vampire Night (VPN3 Ver. B)
voleybal,,Voley Ball
volfied,,"Volfied (World, revision 1)"
volfiedj,29218,"Volfied (Japan, revision 1)"
volfiedjo,29218,Volfied (Japan)
volfiedo,29218,Volfied (World)
volfiedu,29218,"Volfied (US, revision 1)"
volfieduo,29218,Volfied (US)
vollyrmt,,Volly (Ramtek) [TTL]
voltan,,Voltan Escapes Cosmic Doom
von,,"Cyber Troopers Virtual-On (USA, Revision B)"
von2,,Virtual On 2: Oratorio Tangram (Revision B)
von254g,29227,Virtual On 2: Oratorio Tangram (ver 5.4g)
vonj,29226,"Cyber Troopers Virtual-On (Japan, Revision B)"
vonot,17808,Virtual On Oratorio Tangram M.S.B.S. ver5.66 2000 Edition
vortex,,Vortex
vortexp,,Vortex (Pinball)
voyager,,Star Trek: Voyager
vpoker,,Videotronics Poker
vpool,6877,Video Pool (bootleg on Moon Cresta hardware)
vr,,Virtua Racing
vrkon_l1,,Varkon (L-1)
vrnwrld,,Verne's World
vroulet,,Vegas Roulette
vs10yard,2,"Vs 10-Yard Fight (World, 11/05/84)"
vs10yardj,2,Vs 10-Yard Fight (Japan)
vs10yardu,2,"Vs 10-Yard Fight (US, Taito license)"
vs2,,Virtua Striker 2 (Step 2.0)
vs2002ex,28654,Virtua Striker 2002 (GDT-0002)
vs2002j,28654,Virtua Striker 2002 (GDT-0001)
vs215,29243,Virtua Striker 2 (Step 1.5)
vs215o,29243,"Virtua Striker 2 (Step 1.5, older)"
vs298,,Virtua Striker 2 '98 (Step 2.0)
vs29815,29248,Virtua Striker 2 '98 (Step 1.5)
vs299,29254,Virtua Striker 2 '99
vs299a,29254,Virtua Striker 2 '99 (Revision A)
vs299b,29254,Virtua Striker 2 '99 (Revision B)
vs2_2k,17808,"Virtua Striker 2 Ver. 2000 (JPN, USA, EXP, KOR, AUS) (Rev C)"
vs2v991,,Virtua Striker 2 '99.1 (Revision B)
vs4,28654,Virtua Striker 4 (Export) (GDT-0015)
vs42006,28654,Virtua Striker 4 Ver.2006 (Japan) (Rev D) (GDT-0020D)
vs42k6ex,28654,Virtua Striker 4 Ver.2006 (Export) (GDT-0021)
vs4j,28654,Virtua Striker 4 (Japan) (Rev E) (GDT-0013E)
vsav,,Vampire Savior: The Lord of Vampire (Euro 970519)
vsav2,,Vampire Savior 2: The Lord of Vampire (Japan 970913)
vsav2d,29260,Vampire Savior 2: The Lord of Vampire (Japan 970913 Phoenix Edition) (bootleg)
vsava,29259,Vampire Savior: The Lord of Vampire (Asia 970519)
vsavd,29259,Vampire Savior: The Lord of Vampire (Euro 970519 Phoenix Edition) (bootleg)
vsavh,29259,Vampire Savior: The Lord of Vampire (Hispanic 970519)
vsavj,29259,Vampire Savior: The Lord of Vampire (Japan 970519)
vsavu,29259,Vampire Savior: The Lord of Vampire (USA 970519)
vsbball,,"Vs. BaseBall (US, set BA E-1)"
vsbballj,29267,"Vs. BaseBall (Japan, set BA A-3)"
vsbballja,29267,"Vs. BaseBall (Japan, set BA A-2)"
vsbballjb,29267,"Vs. BaseBall (Japan, set BA A-1)"
vsfdf,,Vs. Freedom Force
vsgongf,,VS Gong Fight
vsgradus,,"Vs. Gradius (US, set GR E)"
vsgshoe,,Vs. Gumshoe (set GM5)
vshoot,,J-League Soccer V-Shoot (Japan)
vsmahjng,,Vs. Mahjong (Japan)
vsnetscr,8952,Versus Net Soccer (ver EAD)
vsnetscra,0,Versus Net Soccer (ver AAA)
vsnetscreb,0,Versus Net Soccer (ver EAB)
vsnetscrj,0,Versus Net Soccer (ver JAB)
vsnetscru,0,Versus Net Soccer (ver UAB)
vspinbal,,"Vs. Pinball (US, set PN4 E-1)"
vspinbalj,29282,"Vs. Pinball (Japan, set PN3 B)"
vspsx,,Video System PSX
vsskykid,,Vs. Super SkyKid
vsslalom,,Vs. Slalom
vssoccer,,Vs. Soccer (set SC4-2 A)
vssoccera,29287,Vs. Soccer (set SC4-3 ?)
vstennis,,"Vs. Tennis (Japan/USA, set TE A-3)"
vstennisa,29289,"Vs. Tennis (Japan/USA, set 2)"
vstennisb,29289,"Vs. Tennis (Japan/USA, set 3)"
vstetris,,Vs. Tetris
vstrik3,17809,Virtua Striker 3 Ver. 2002 (GDS-0006)
vstrik3c,17809,"Virtua Striker 3 (USA, EXP, KOR, AUS)"
vstrik3cb,0,"Virtua Striker 3 (USA, EXP, KOR, AUS) (Rev B)"
vstriker,,Virtua Striker (Revision A)
vstrikero,29296,Virtua Striker
vtenis2c,17808,"Virtua Tennis 2 / Power Smash 2 (JPN) (USA, EXP, KOR, AUS) (Cart, Rev A)"
vtennis,17808,"Virtua Tennis (USA, EXP, KOR, AUS) / Power Smash (JPN)"
vtennis2,17810,Virtua Tennis 2 / Power Smash 2 (Rev A) (GDS-0015A)
vtennis3,9217,Virtua Tennis 3 (Japan)
vtennisg,17810,Virtua Tennis / Power Smash (GDS-0011)
vulcan,,Vulcan Venture (New)
vulcana,29303,Vulcan Venture (Old)
vulcanb,29303,Vulcan Venture (Oldest)
vulgus,,Vulgus (set 1)
vulgusa,29306,Vulgus (set 2)
vulgusj,29306,Vulgus (Japan?)
wackadoo,,Wack-A-Doodle-Doo (Redemption)
wacko,,Wacko
wakuwak7,17898,Waku Waku 7
wallc,,Wall Crash (set 1)
wallca,29312,Wall Crash (set 2)
wallst,,Wall Street
wanganmd,28032,Wangan Midnight (WMN1 Ver. A)
wangmd2b,2219,Wangan Midnight Maximum Tune 2 (Japan) (Rev A) (GDX-0015A)
wangmid,2219,Wangan Midnight Maximum Tune (Export) (Rev B) (GDX-0009B)
wangmid2,2219,Wangan Midnight Maximum Tune 2 (Export) (GDX-0016)
wanted,,Wanted
warcadia,18094,Waga Seishun no Arcadia
wardner,,Wardner (World)
wardnerj,29321,Wardner no Mori (Japan)
warfa,,War: The Final Assault
wargods,,War Gods (HD 10/09/1996 - Dual Resolution)
wargodsa,29324,War Gods (HD 08/15/1996)
wargodsb,29324,War Gods (HD 12/11/1995)
warlords,,Warlords
warofbug,,War of the Bugs or Monsterous Manouvers in a Mushroom Maze
warofbugg,29328,War of the Bugs or Monsterous Manouvers in a Mushroom Maze (German)
warofbugu,29328,War of the Bugs or Monsterous Manouvers in a Mushroom Maze (US)
warpsped,,Warp Speed (prototype)
warpwarp,,Warp &amp; Warp
warpwarpr,29332,Warp Warp (Rock-Ola set 1)
warpwarpr2,29332,Warp Warp (Rock-Ola set 2)
warrior,,Warrior
warriorb,,Warrior Blade - Rastan Saga Episode III (Japan)
warzard,19972,Warzard (Japan 961121)
warzardr1,19972,Warzard (Japan 961023)
waterski,,Water Ski
waterwld,,Waterworld (rev.3)
waterwld2,29340,Waterworld (rev.2)
watrball,,Water Balls
waverunr,,"Wave Runner (Japan, Revision A)"
waveshrk,8566,"Wave Shark (UAB, USA v1.04)"
wb3,,"Wonder Boy III - Monster Lair (set 6, World, System 16B, 8751 317-0098)"
wb31,29345,"Wonder Boy III - Monster Lair (set 1, Japan, System 16A, FD1094 317-0084)"
wb32,29345,"Wonder Boy III - Monster Lair (set 2, Japan, System 16B, FD1094 317-0085)"
wb33,29345,"Wonder Boy III - Monster Lair (set 3, World, System 16B, FD1094 317-0089)"
wb34,29345,"Wonder Boy III - Monster Lair (set 4, Japan, System 16B, FD1094 317-0087)"
wb35,29345,"Wonder Boy III - Monster Lair (set 5, Japan, System 16A, FD1089A 317-0086)"
wb3bbl,29345,Wonder Boy III - Monster Lair (bootleg)
wb3bble,29345,Wonder Boy III - Monster Lair (encrypted bootleg)
wbbc97,,Beach Festival World Championship 1997
wbdeluxe,29365,Wonder Boy Deluxe
wbeachvl,,World Beach Volley (set 1)
wbeachvl2,29355,World Beach Volley (set 2)
wbeachvl3,29355,World Beach Volley (set 3)
wbml,,"Wonder Boy in Monster Land (Japan New Ver., MC-8123, 317-0043)"
wbmlb,29358,Wonder Boy in Monster Land (English bootleg set 1)
wbmlbg,29358,Wonder Boy in Monster Land (English bootleg set 2)
wbmlbge,29358,Wonder Boy in Monster Land (English bootleg set 3)
wbmljb,29358,Wonder Boy in Monster Land (Japan bootleg)
wbmljo,29358,"Wonder Boy in Monster Land (Japan Old Ver., MC-8123, 317-0043)"
