name,cloneOf,description
exctsccb,3884,Exciting Soccer (bootleg)
exctscc2,3884,Exciting Soccer II
equites,,Equites
equitess,3888,Equites (Sega)
bullfgtr,,Bull Fighter
kouyakyu,,The Koukouyakyuh
splndrbt,,Splendor Blast
hvoltage,,High Voltage
sstingry,,Super Stingray
kyros,,Kyros
kyrosj,3895,Kyros No Yakata (Japan)
paddlema,,Paddle Mania
timesold,,Time Soldiers (US Rev 3)
timesol1,3898,Time Soldiers (US Rev 1)
btlfield,3898,Battle Field (Japan)
skysoldr,,Sky Soldiers (US)
goldmedl,,Gold Medalist
goldmedb,3902,Gold Medalist (bootleg)
skyadvnt,,Sky Adventure (World)
skyadvnu,3904,Sky Adventure (US)
skyadvnj,3904,Sky Adventure (Japan)
gangwars,,Gang Wars (US)
gangwarb,3907,Gang Wars (bootleg)
sbasebal,,Super Champion Baseball (US)
tnexspce,,The Next Space
scregg,,Scrambled Egg
eggs,3911,Eggs
dommy,,Dommy
bigprowr,,The Big Pro Wrestling!
tagteam,3914,Tag Team Wrestling
ssozumo,,Syusse Oozumou (Japan)
mystston,,Mysterious Stones - Dr. John's Adventure
myststno,3917,Mysterious Stones - Dr. Kick in Adventure
dogfgt,,Acrobatic Dog-Fight
dogfgtj,3919,Dog-Fight (Japan) 
bogeyman,,Bogey Manor
matmania,,Mat Mania
excthour,3922,Exciting Hour
maniach,,Mania Challenge (set 1)
maniach2,3924,Mania Challenge (set 2)
renegade,,Renegade (US)
renegadeb,3926,Renegade (US bootleg)
kuniokun,3926,Nekketsu Kouha Kunio-kun (Japan)
kuniokub,3926,Nekketsu Kouha Kunio-kun (Japan bootleg)
xsleena,,Xain'd Sleena
xsleenab,3930,Xain'd Sleena (bootleg)
solarwar,3930,Solar-Warrior
battlane,,Battle Lane! Vol. 5 (set 1)
battlan2,3933,Battle Lane! Vol. 5 (set 2)
battlan3,3933,Battle Lane! Vol. 5 (set 3)
ddragon,,Double Dragon (Japan)
ddragonu,3936,Double Dragon (US)
ddragonw,3936,Double Dragon (World)
ddragonb,3936,Double Dragon (bootleg)
spdodgeb,,Super Dodge Ball (US)
nkdodgeb,3940,Nekketsu Koukou Dodgeball Bu (Japan bootleg)
chinagat,,China Gate (US)
saiyugou,3942,Sai Yu Gou Ma Roku (Japan)
saiyugb1,3942,Sai Yu Gou Ma Roku (Japan bootleg 1)
saiyugb2,3942,Sai Yu Gou Ma Roku (Japan bootleg 2)
wwfsstar,,WWF Superstars (US)
vball,,U.S. Championship V'ball (set 1)
vball2pj,3947,U.S. Championship V'ball (Japan)
ddragon2,,Double Dragon II - The Revenge (World)
ddragn2u,3949,Double Dragon II - The Revenge (US)
toffy,,Toffy
stoffy,,Super Toffy
ddungeon,,Dangerous Dungeons
darktowr,,Dark Tower
tstrike,,Thunder Strike
ctribe,,The Combatribes (US)
ctribeb,3956,The Combatribes (bootleg)
blockout,,Block Out (set 1)
blckout2,3958,Block Out (set 2)
blckoutj,3958,Block Out (Japan)
ddragon3,,Double Dragon 3 - The Rosetta Stone (US)
ddragon3j,3961,Double Dragon 3 - The Rosetta Stone (Japan)
ddrago3b,3961,Double Dragon 3 - The Rosetta Stone (bootleg)
wwfwfest,,WWF WrestleFest (US)
wwfwfsta,3964,WWF WrestleFest (US Tecmo)
wwfwfstj,3964,WWF WrestleFest (Japan)
shadfrce,,Shadow Force (US Version 2)
berzerk,,Berzerk (set 1)
berzerk1,3968,Berzerk (set 2)
frenzy,,Frenzy
mazerbla,,Mazer Blazer
greatgun,,Great Guns
supdrapo,,Super Draw Poker
toratora,,Tora Tora
megatack,,MegaTack
killcom,,Killer Comet
challeng,,Challenger
kaos,,Kaos
sia2650,,Super Invader Attack
tinv2650,3979,The Invaders
dodgem,,Dodgem
monymony,,Money Money
jackrabt,,Jack Rabbit (set 1)
jackrab2,3983,Jack Rabbit (set 2)
jackrabs,3983,Jack Rabbit (special)
mouser,,Mouser
mouserc,3986,Mouser (Cosmos)
nova2001,,Nova 2001 (Japan)
nov2001u,3988,Nova 2001 (US)
ninjakun,,Ninjakun Majou no Bouken
raiders5,,Raiders5
raidrs5t,3991,Raiders5 (Japan)
pkunwar,,Penguin-Kun Wars (US)
pkunwarj,3993,Penguin-Kun Wars (Japan)
xxmissio,,XX Mission
ninjakd2,,Ninja-Kid II (set 1)
ninjak2a,3996,Ninja-Kid II (set 2)
ninjak2b,3996,Ninja-Kid II (set 3)
rdaction,3996,Rad Action
mnight,,Mutant Night
arkarea,,Ark Area
robokid,,Atomic Robo-kid
robokidj,4002,Atomic Robo-kid (Japan)
omegaf,,Omega Fighter
omegafs,4004,Omega Fighter Special
tharrier,,Task Force Harrier
tharierj,4006,Task Force Harrier (Japan)
mustang,,US AAF Mustang (Japan)
mustangs,4008,US AAF Mustang (Seoul Trading)
mustangb,4008,US AAF Mustang (Bootleg)
bioship,,Bio-ship Paladin
vandyke,,Vandyke (Japan)
vandyjal,4012,"Vandyke (Jaleco, Set 1)"
blkheart,,Black Heart
blkhearj,4014,Black Heart (Japan)
acrobatm,,Acrobat Mission
strahl,,Koutetsu Yousai Strahl (Japan set 1)
strahla,4017,Koutetsu Yousai Strahl (Japan set 2)
bjtwin,,Bomb Jack Twin
tdragon2,,Thunder Dragon 2 (9th Nov. 1993)
bigbang,4020,Big Bang (9th Nov. 1993)
tdragon,,Thunder Dragon
tdragonb,4022,Thunder Dragon (Bootleg)
hachamf,,Hacha Mecha Fighter
hachamfb,4024,Hacha Mecha Fighter (unprotected)
macross,,Super Spacefortress Macross - Chou-Jikuu Yousai Macross
gunnail,,GunNail
gunnailp,4027,GunNail (location test)
macross2,,Super Spacefortress Macross II - Chou-Jikuu Yousai Macross II
sabotenb,,Saboten Bombers (set 1)
sabotnba,4030,Saboten Bombers (set 2)
nouryoku,,Nouryoku Koujou Iinkai
manybloc,,Many Block
ssmissin,,S.S. Mission
airattck,,Air Attack (set 1)
airattcka,4035,Air Attack (set 2)
raphero,,Rapid Hero
daireika,,Mahjong Daireikai
mjzoomin,,Mahjong Channel Zoom In
kakumei,,Mahjong Kakumei
kakumei2,,Mahjong Kakumei 2 - Princess League
quizpani,,Quiz Panicuru Fantasy
macrossp,,Macross Plus
quizmoon,,Quiz Bisyoujo Senshi Sailor Moon - Chiryoku Tairyoku Toki no Un
gakupara,,Quiz Gakuen Paradise (Japan)
quizdna,,Quiz DNA no Hanran (Japan)
gekiretu,,Quiz Gekiretsu Scramble (Japan)
narc,,Narc (rev 7.00)
narc3,4048,Narc (rev 3.20)
trog,,Trog (rev LA4 03-11-91)
trog3,4050,Trog (rev LA3 02-14-91)
trogpa6,4050,Trog (rev PA6-PAC 09-09-90)
trogp,4050,"Trog (prototype, rev 4.00 07-27-90)"
smashtv,,Smash T.V. (rev 8.00)
smashtv6,4054,Smash T.V. (rev 6.00)
smashtv5,4054,Smash T.V. (rev 5.00)
smashtv4,4054,Smash T.V. (rev 4.00)
hiimpact,,High Impact Football (rev LA3 12-27-90)
shimpact,,Super High Impact (rev LA1 09-30-91)
shimpacp,4059,"Super High Impact (prototype, rev 5.0 09-15-91)"
strkforc,,Strike Force (rev 1 02-25-91)
saurnfrnt,4061,Saurian Front (proto v5.0 8/07/90)
mk,,Mortal Kombat (rev 5.0 T-Unit 03-19-93)
mkr4,4063,Mortal Kombat (rev 4.0 T-Unit 02-11-93)
mkprot9,4063,"Mortal Kombat (prototype, rev 9.0 07-28-92)"
mkla1,4063,Mortal Kombat (rev 1.0 08-08-92)
mkla2,4063,Mortal Kombat (rev 2.0 08-18-92)
mkla3,4063,Mortal Kombat (rev 3.0 08-31-92)
mkla4,4063,Mortal Kombat (rev 4.0 09-28-92)
term2,,Terminator 2 - Judgment Day (rev LA3 03-27-92)
term2la2,4070,Terminator 2 - Judgment Day (rev LA2 12-09-91)
term2la1,4070,Terminator 2 - Judgment Day (rev LA1 11-01-91)
totcarn,,Total Carnage (rev LA1 03-10-92)
totcarnp,4073,"Total Carnage (prototype, rev 1.0 01-25-92)"
mk2,,Mortal Kombat II (rev L3.1)
mk2r32,4075,Mortal Kombat II (rev L3.2 (European))
mk2r21,4075,Mortal Kombat II (rev L2.1)
mk2r14,4075,Mortal Kombat II (rev L1.4)
mk2r42,4075,"Mortal Kombat II (rev L4.2, hack)"
mk2r91,4075,"Mortal Kombat II (rev L9.1, hack)"
mk2chal,4075,Mortal Kombat II Challenger (hack)
mk2p,4075,Mortal Kombat II Plus (Beta 2)
jdreddp,,"Judge Dredd (rev LA1, prototype)"
nbajam,,NBA Jam (rev 3.01 04-07-93)
nbajamr2,4084,NBA Jam (rev 2.00 02-10-93)
nbajamte,,NBA Jam TE (rev 4.0 03-23-94)
nbajamt1,4086,NBA Jam TE (rev 1.0 01-17-94)
nbajamt2,4086,NBA Jam TE (rev 2.0 01-28-94)
nbajamt3,4086,NBA Jam TE (rev 3.0 03-04-94)
nbajamtr,4086,NBA Jam TE Rewind ver 1.1
revx,,Revolution X (Rev. 1.0 6-16-94)
mk3,,Mortal Kombat 3 (rev 2.1)
mk3r20,4092,Mortal Kombat 3 (rev 2.0)
mk3r10,4092,Mortal Kombat 3 (rev 1.0)
umk3,4092,Ultimate Mortal Kombat 3 (rev 1.2)
umk3r11,4092,Ultimate Mortal Kombat 3 (rev 1.1)
umk3p,4092,Ultimate Mortal Kombat 3 Plus (Beta 2)
wwfmania,,WWF - Wrestlemania (rev 1.30 08-10-95)
openice,,2 On 2 Open Ice Challenge (rev 1.21)
nbahangt,,NBA Hangtime (rev L1.1 04-16-96)
nbamht,4100,NBA Maximum Hangtime (rev 1.03 06/09/97)
nbamht1,4100,NBA Maximum Hangtime (rev 1.0 11/08/96)
rmpgwt,,Rampage - World Tour (rev 1.3)
rmpgwt11,4103,Rampage - World Tour (rev 1.1)
crusnusa,,Cruis'n USA (rev L4.1)
crusnu40,4105,Cruis'n USA (rev L4.0)
crusnu21,4105,Cruis'n USA (rev L2.1)
crusnwld,,Cruis'n World (rev L2.3)
crusnw20,4108,Cruis'n World (rev L2.0)
crusnw13,4108,Cruis'n World (rev L1.3)
offroadc,,Off Road Challenge
wargods,,War Gods
wg3dh,,Wayne Gretzky's 3D Hockey
mace,,Mace - The Dark Age
sfrush,,San Francisco Rush
calspeed,,California Speed
carnevil,,CarnEvil
biofreak,,BioFreaks (prototype)
blitz,,NFL Blitz
blitz99,,NFL Blitz '99
blitz2k,,NFL Blitz 2000
embargo,,Embargo
tripool,,Tri-Pool (Casino Tech)
tripoola,4123,Tri-Pool (Costal Games)
jack,,Jack the Giantkiller (set 1)
jack2,4125,Jack the Giantkiller (set 2)
jack3,4125,Jack the Giantkiller (set 3)
treahunt,4125,Treasure Hunt (Japan[Q])
zzyzzyxx,,Zzyzzyxx (set 1)
zzyzzyx2,4129,Zzyzzyxx (set 2)
brix,4129,Brix
freeze,,Freeze
sucasino,,Super Casino
spacewar,,Space Wars
barrier,,Barrier
starcas,,Star Castle (version 3)
starcas1,4136,Star Castle (older)
starcasp,4136,Star Castle (prototype)
starcase,4136,Star Castle (Mottoeis)
stellcas,4136,Stellar Castle (Elettronolo)
tailg,,Tailgunner
ripoff,,Rip Off
armora,,Armor Attack
armorap,4143,Armor Attack (prototype)
armorar,4143,Armor Attack (Rock-ola)
wotw,,War of the Worlds
warrior,,Warrior
starhawk,,Star Hawk
solarq,,Solar Quest
boxingb,,Boxing Bugs
speedfrk,,Speed Freak
sundance,,Sundance
demon,,Demon
cchasm,,Cosmic Chasm (set 1)
cchasm1,4154,Cosmic Chasm (set 2)
roundup,,Round-Up
fitter,4156,Fitter
thepit,,The Pit
dockman,,Dock Man
portman,4159,Port Man
funnymou,,Funny Mouse
suprmous,4161,Super Mouse
machomou,,Macho Mouse
intrepid,,Intrepid (set 1)
intrepi2,4164,Intrepid (set 2)
zaryavos,,Zarya Vostoka
timelimt,,Time Limit
progress,,Progress
bagman,,Bagman
bagnard,4169,Le Bagnard
bagmans,4169,Bagman (Stern set 1)
bagmans2,4169,Bagman (Stern set 2)
sbagman,,Super Bagman
sbagmans,4173,Super Bagman (Stern)
pickin,,Pickin'
botanic,,"Botanic (English / Spanish, set 1)"
botanicf,4176,Botanic (French)
tankbust,,Tank Busters
stinger,,Stinger
stinger2,4179,Stinger (prototype[Q])
scion,,Scion
scionc,4181,Scion (Cinematronics)
kungfut,,Kung-Fu Taikun
wiz,,Wiz
wizt,4184,Wiz (Taito)
kncljoe,,Knuckle Joe (set 1)
kncljoea,4186,Knuckle Joe (set 2)
bcrusher,4186,Bone Crusher
empcity,,Empire City - 1931 (bootleg[Q])
empcityj,4189,Empire City - 1931 (Japan)
stfight,4189,Street Fight (Germany)
mustache,,Mustache Boy
cshooter,,Cross Shooter (not encrypted)
cshootre,4193,Cross Shooter (encrypted)
airraid,4193,Air Raid (encrypted)
deadang,,Dead Angle
ghunter,4196,Gang Hunter (Spain)
dynduke,,Dynamite Duke
dbldyn,4198,The Double Dynamites
raiden,,Raiden
raidena,4200,Raiden (Alternate Hardware)
raidenk,4200,Raiden (Korea)
raident,4200,Raiden (Taiwan)
sdgndmps,,SD Gundam Psycho Salamander no Kyoui
dcon,,D-Con
sengokmj,,Sengoku Mahjong (Japan)
raiden2,,Raiden 2
cabal,,"Cabal (World, Joystick version)"
cabala,4208,Cabal (Alpha Trading)
cabalus,4208,"Cabal (US set 1, Trackball version)"
cabalus2,4208,"Cabal (US set 2, Trackball version)"
cabalbl,4208,Cabal (bootleg of Joystick version)
toki,,Toki (World set 1)
tokia,4213,Toki (World set 2)
tokij,4213,JuJu Densetsu (Japan)
tokiu,4213,Toki (US)
tokib,4213,Toki (bootleg)
bloodbro,,Blood Bros.
weststry,4218,West Story
skysmash,,Sky Smasher
legionna,,Legionnaire (World)
legionnu,4221,Legionnaire (US)
heatbrl,,Heated Barrel (World)
heatbrlo,4223,Heated Barrel (World old version)
heatbrlu,4223,Heated Barrel (US)
godzilla,,Godzilla
sdgndmrb,,SD Gundam Sangokushi Rainbow Tairiku Senki
cupsoc,,Seibu Cup Soccer
cupsoc2,4228,Seibu Cup Soccer (set 2)
olysoc92,4228,Olympic Soccer '92
cupsocbl,4228,Seibu Cup Soccer (bootleg)
goal92,4228,Goal '92
exerion,,Exerion
exeriont,4233,Exerion (Taito)
exerionb,4233,Exerion (bootleg)
pturn,,Parallel Turn
fcombat,,Field Combat
formatz,,Formation Z
aeroboto,4238,Aeroboto
citycon,,City Connection (set 1)
citycona,4240,City Connection (set 2)
cruisin,4240,Cruisin
momoko,,Momoko 120%
argus,,Argus
valtric,,Valtric
butasan,,Butasan (Japan)
psychic5,,Psychic 5
ginganin,,Ginga NinkyouDen
skyfox,,Sky Fox
exerizrb,4249,Exerizer (Japan) (bootleg)
homerun,,Moero Pro Yakyuu Homerun
bigrun,,Big Run (11th Rallye version)
cischeat,,Cisco Heat
f1gpstar,,Grand Prix Star
f1gpstr2,,F-1 Grand Prix Star II
scudhamm,,Scud Hammer
tetrisp2,,Tetris Plus 2 (World[Q])
teplus2j,4257,Tetris Plus 2 (Japan)
rockn,,Rock'n Tread (Japan)
rockna,4259,"Rock'n Tread (Japan, alternate)"
rockn2,,Rock'n Tread 2 (Japan)
rockn3,,Rock'n 3 (Japan)
rockn4,,Rock'n 4 (Japan)
lomakai,,Legend of Makai (World)
makaiden,4264,Makai Densetsu (Japan)
p47,,P-47 - The Phantom Fighter (World)
p47j,4266,P-47 - The Freedom Fighter (Japan)
kickoff,,Kick Off (Japan)
tshingen,,"Takeda Shingen (Japan, Japanese)"
tshingna,4269,"Shingen Samurai-Fighter (Japan, English)"
kazan,,Ninja Kazan (World)
iganinju,4271,Iga Ninjyutsuden (Japan)
astyanax,,The Astyanax
lordofk,4273,The Lord of King (Japan)
hachoo,,Hachoo!
jitsupro,,Jitsuryoku!! Pro Yakyuu (Japan)
plusalph,,Plus Alpha
stdragon,,Saint Dragon
rodland,,Rod-Land (World)
rodlandj,4279,Rod-Land (Japan)
rodlndjb,4279,Rod-Land (Japan bootleg)
avspirit,,Avenging Spirit
inyourfa,,"In Your Face (US, prototype)"
phantasm,4282,Phantasm (Japan)
edf,,E.D.F. - Earth Defense Force
edfu,4285,E.D.F. - Earth Defense Force (North America)
64street,,64th. Street - A Detective Story (World)
64streej,4287,64th. Street - A Detective Story (Japan)
soldamj,,Soldam (Japan)
bigstrik,,Big Striker
bigstrkb,4290,Big Striker (bootleg)
chimerab,,Chimera Beast (prototype)
cybattlr,,Cybattler
peekaboo,,Peek-a-Boo!
hayaosi1,,Hayaoshi Quiz Ouza Ketteisen
bbbxing,,Best Bout Boxing
47pie2,,Idol Janshi Su-Chi-Pie 2 (v1.1)
47pie2o,4297,Idol Janshi Su-Chi-Pie 2 (v1.0)
desertwr,,Desert War - Wangan Sensou
gametngk,,The Game Paradise - Master of Shooting! - Game Tengoku - The Game Paradise
tetrisp,,Tetris Plus
p47aces,,P-47 Aces
akiss,,Mahjong Angel Kiss
gratia,,Gratia - Second Earth (92047-01 version)
gratiaa,4304,Gratia - Second Earth (91022-10 version)
kirarast,,Ryuusei Janshi Kirara Star
tp2m32,4257,Tetris Plus 2 (MegaSystem 32 Version)
f1superb,,F1 Super Battle
rabiolep,,Rabio Lepus (Japan)
rpunch,4309,Rabbit Punch (US)
svolley,,Super Volleyball (Japan)
svolleyk,4311,Super Volleyball (Korea)
svolleyu,4311,Super Volleyball (US)
tail2nos,,Tail to Nose - Great Championship
sformula,4314,Super Formula (Japan)
ojankoc,,Ojanko Club (Japan)
ojankoy,,Ojanko Yakata (Japan)
ojanko2,,Ojanko Yakata 2bankan (Japan)
ccasino,,Chinese Casino [BET] (Japan)
ojankohs,,Ojanko High School (Japan)
nekkyoku,,Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan)
idolmj,,Idol-Mahjong Housoukyoku (Japan)
mjnatsu,,Mahjong Natsu Monogatari (Japan)
natsuiro,4323,Natsuiro Mahjong (Japan)
mfunclub,,Mahjong Fun Club - Idol Saizensen (Japan)
daiyogen,,Mahjong Daiyogen (Japan)
nmsengen,,Nekketsu Mahjong Sengen! AFTER 5 (Japan)
fromance,,Idol-Mahjong Final Romance (Japan)
pipedrm,,Pipe Dream (US)
pipedrmj,4329,Pipe Dream (Japan)
hatris,,Hatris (Japan)
spinlbrk,,Spinal Breakers (World)
spinlbru,4332,Spinal Breakers (US)
spinlbrj,4332,Spinal Breakers (Japan)
pspikes,,Power Spikes (World)
pspikesk,4335,Power Spikes (Korea)
svolly91,4335,Super Volley '91 (Japan)
karatblz,,Karate Blazers (World[Q])
karatblu,4338,Karate Blazers (US)
turbofrc,,Turbo Force
aerofgt,,Aero Fighters
aerofgtb,4341,Aero Fighters (Turbo Force hardware set 1)
aerofgtc,4341,Aero Fighters (Turbo Force hardware set 2)
sonicwi,4341,Sonic Wings (Japan)
welltris,,"Welltris (Japan, 2 players)"
quiz18k,,Miyasu Nonki no Quiz 18-Kin
f1gp,,F-1 Grand Prix
f1gp2,,F-1 Grand Prix Part II
crshrace,,Lethal Crash Race (set 1)
crshrac2,4349,Lethal Crash Race (set 2)
taotaido,,Tao Taido (set 1)
taotaida,4351,Tao Taido (set 2)
gstriker,,Grand Striker
vgoalsoc,,V Goal Soccer
vgoalsca,4354,V Goal Soccer (alt)
worldc94,,World Cup '94
suprslam,,Super Slams
fromanc2,,Taisen Idol-Mahjong Final Romance 2 (Japan)
fromancr,,Taisen Mahjong FinalRomance R (Japan)
fromanc4,,Taisen Mahjong FinalRomance 4 (Japan)
inufuku,,Quiz and Variety Sukusuku Inufuku (Japan)
samuraia,,Samurai Aces (World)
sngkace,4362,Sengoku Ace (Japan)
gunbird,,Gunbird (World)
gunbirdk,4364,Gunbird (Korea)
gunbirdj,4364,Gunbird (Japan)
btlkroad,,Battle K-Road
s1945,,Strikers 1945
s1945j,4368,Strikers 1945 (Japan)
s1945jn,4368,"Strikers 1945 (Japan, unprotected)"
tengai,,Tengai - Sengoku Blade - Sengoku Ace Episode II
s1945ii,,Strikers 1945 II
soldivid,,Sol Divide - The Sword Of Darkness
sbomberb,,Space Bomber (ver. B)
daraku,,Daraku Tenshi - The Fallen Angels
gunbird2,,Gunbird 2
s1945iii,,Strikers 1945 III (World) - Strikers 1999 (Japan)
dragnblz,,Dragon Blaze
hotgmck,,Taisen Hot Gimmick (Japan)
hgkairak,,Taisen Hot Gimmick Kairakuten (Japan)
hotgmck3,,Taisen Hot Gimmick 3 Digital Surfing (Japan)
loderndf,,Lode Runner - The Dig Fight (ver. B)
loderdfa,4382,Lode Runner - The Dig Fight (ver. A)
hotdebut,,Quiz de Idol! Hot Debut (Japan)
gnbarich,,Gunbarich
tgm2,,Tetris the Absolute The Grand Master 2
tgm2p,4386,Tetris the Absolute The Grand Master 2 Plus
marineb,,Marine Boy
changes,,Changes
looper,4389,Looper
springer,,Springer
hoccer,,Hoccer (set 1)
hoccer2,4392,Hoccer (set 2)
bcruzm12,,Battle Cruiser M-12
hopprobo,,Hopper Robo
wanted,,Wanted
funkybee,,Funky Bee
skylancr,,Sky Lancer
zodiack,,Zodiack
dogfight,,Dog Fight (Thunderbolt)
moguchan,,Moguchan
percuss,,The Percussor
bounty,,The Bounty
espial,,Espial (US[Q])
espiale,4404,Espial (Europe)
netwars,,Net Wars
vastar,,Vastar (set 1)
vastar2,4407,Vastar (set 2)
pprobe,,Planet Probe (prototype?)
xorworld,,Xor World (prototype)
bigkarnk,,Big Karnak
splash,,Splash! (Ver. 1.2 World)
thoop,,Thunder Hoop
squash,,Squash
wrally,,World Rally (set 1)
wrallya,4415,World Rally (set 2)
glass,,"Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994)"
glasskr,4417,"Glass (Ver 1.1, Break Edition, Checksum D419AB69, Version 1994) (censored, unprotected)"
targeth,,Target Hits
quickshts,4419,Quick Shots (ver 1.0)
thoop2,,TH Strikes Back
aligator,,Alligator Hunt
aligatun,4422,Alligator Hunt (unprotected)
biomtoy,,Biomechanical Toy (unprotected)
touchgo,,Touch and Go
touchgok,4425,"Touch and Go (Korea, unprotected)"
wrally2,,World Rally 2 - Twin Racing
maniacsp,4429,Maniac Square (prototype)
maniacsq,,Maniac Square (unprotected)
snowboar,,Snow Board Championship (set 1)
snowbalt,4430,Snow Board Championship (set 2)
bang,,Bang!
bangj,4432,Gun Gabacho (Japan)
jumpkun,,Jump Kun (prototype)
djboy,,DJ Boy
djboyj,4435,DJ Boy (Japan)
airbustr,,Air Buster
airbustj,4437,Air Buster (Japan)
galpanic,,Gals Panic (set 1)
galpanib,4439,Gals Panic (set 2)
galpani2,,Gals Panic II (Japan[Q])
jchan,,Jackie Chan - Kung Fu Master
berlwall,,The Berlin Wall (set 1)
berlwalt,4443,The Berlin Wall (set 2)
mgcrystl,,Magical Crystals (World)
mgcrystj,4445,Magical Crystals (Japan)
blazeon,,Blaze On (Japan)
sandscrp,,Sand Scorpion
bakubrkr,,Bakuretsu Breaker
shogwarr,,Shogun Warriors
fjbuster,4450,Fujiyama Buster (Japan)
brapboys,,B.Rap Boys (World)
brapboysj,4452,B.Rap Boys Special (Japan)
bloodwar,,Blood Warrior
bonkadv,,Bonk's Adventure
gtmr,,Great 1000 Miles Rally
gtmre,4456,Great 1000 Miles Rally (Evolution Model)
gtmrusa,4456,Great 1000 Miles Rally (USA)
gtmr2,,Mille Miglia 2 - Great 1000 Miles Rally
wingforc,,"Wing Force (Japan, prototype)"
packbang,,Pack'n Bang Bang
galpani4,,Gals Panic 4 (Japan)
galpandx,,Gals Panic DX (Asia)
galpanis,,Gals Panic S - Extra Edition (Japan)
sengekis,,Sengeki Striker (Asia)
sengekij,4465,Sengeki Striker (Japan)
vblokbrk,,VS Block Breaker (Asia)
sarukani,4467,Saru-Kani-Hamu-Zou (Japan)
cyvern,,Cyvern (Japan)
galpans2,,Gals Panic S2 (Japan)
panicstr,,Panic Street (Japan)
senknow,,Sen-Know (Japan)
gutsn,,Guts'n (Japan)
puzzloop,,Puzz Loop (Europe)
puzloopj,4474,Puzz Loop (Japan)
puzloopu,4474,Puzz Loop (USA)
jjparads,,Jan Jan Paradise
jjparad2,,Jan Jan Paradise 2
ryouran,,VS Mahjong Otome Ryouran
teljan,,Tel Jan
hanaawas,,Hana Awase (Flower Matching)
speedatk,,Speed Attack!
srmp2,,Super Real Mahjong Part 2 (Japan)
srmp3,,Super Real Mahjong Part 3 (Japan)
mjyuugi,,Mahjong Yuugi (Japan set 1)
mjyuugia,4485,Mahjong Yuugi (Japan set 2)
ponchin,,Mahjong Pon Chin Kan (Japan set 1)
ponchina,4487,Mahjong Pon Chin Kan (Japan set 2)
tndrcade,,Thundercade - Twin Formation
tndrcadj,4489,Tokusyu Butai U.A.G. (Japan)
twineagl,,Twin Eagle - Revenge Joe's Brother
downtown,,DownTown
downtowj,4492,DownTown (joystick hack)
usclssic,,U.S. Classic
calibr50,,Caliber 50
arbalest,,Arbalester
metafox,,Meta Fox
drgnunit,,Dragon Unit - Castle of Dragon
wits,,Wit's (Japan)
thunderl,,Thunder and Lightning
rezon,,Rezon
stg,,Strike Gunner S.T.G
blandia,,Blandia
blandiap,4503,Blandia (prototype)
blockcar,,Block Carnival - Thunder and Lightning 2
qzkklogy,,Quiz Kokology
neobattl,,SD Gundam Neo Battling (Japan)
umanclub,,Ultraman Club - Tatakae! Ultraman Kyoudai!!
zingzip,,Zing Zing Zip
atehate,,Athena no Hatena [Q]
jjsquawk,,J. J. Squawkers
kamenrid,,Masked Riders Club Battle Race
madshark,,Mad Shark
msgundam,,Mobile Suit Gundam
msgunda1,4514,Mobile Suit Gundam (Japan)
daioh,,Daioh
oisipuzl,,Oishii Puzzle Ha Irimasenka
triplfun,4517,Triple Fun
utoukond,,Ultra Toukon Densetsu (Japan)
qzkklgy2,,Quiz Kokology 2
wrofaero,,War of Aero - Project MEIOU
eightfrc,,Eight Forces
kiwame,,Pro Mahjong Kiwame
krzybowl,,Krazy Bowl
extdwnhl,,Extreme Downhill (v1.5)
gundhara,,Gundhara
sokonuke,,Sokonuke Taisen Game (Japan)
zombraid,,Zombie Raid (US)
gundamex,,Mobile Suit Gundam EX Revue
grdians,,Guardians - Denjin Makai II
mj4simai,,Wakakusamonogatari Mahjong Yonshimai (Japan)
myangel,,Kosodate Quiz My Angel (Japan)
myangel2,,Kosodate Quiz My Angel 2 (Japan)
pzlbowl,,Puzzle De Bowling (Japan)
penbros,,Penguin Brothers (Japan)
deerhunt,,Deer Hunting USA V4.3
deerhunta,4536,Deer Hunting USA V4.2
deerhuntb,4536,Deer Hunting USA V4.0
turkhunt,,Turkey Hunting USA V1.0
wschamp,,Wing Shooting Championship V2.0
wschampa,4540,Wing Shooting Championship V1.01
trophyh,,Trophy Hunting - Bear &amp; Moose V1.0
srmp4,,Super Real Mahjong PIV (Japan)
srmp4o,4543,"Super Real Mahjong PIV (Japan, older set)"
twineag2,,Twin Eagle II - The Rescue Mission
srmp7,,Super Real Mahjong P7 (Japan)
survarts,,Survival Arts (USA)
dynagear,,Dyna Gears
eaglshot,,Eagle Shot Golf
eaglshta,4549,Eagle Shot Golf (alt)
hypreact,,Mahjong Hyper Reaction (Japan)
koikois2,,Koi Koi Shimasyo 2 - Super Real Hanafuda (Japan)
meosism,,Meosis Magic (Japan)
hypreac2,,Mahjong Hyper Reaction 2 (Japan)
sxyreact,,Pachinko Sexy Reaction (Japan)
cairblad,,Change Air Blade (Japan)
keithlcy,,Dramatic Adventure Quiz Keith and Lucy (Japan)
drifto94,,Drift Out '94 - The Hard Order (Japan)
janjans1,,Lovely Pop Mahjong Jan Jan Shimasyo (Japan)
stmblade,,Storm Blade (US)
mslider,,Monster Slider (Japan)
ryorioh,,Gourmet Battle Quiz Ryohrioh CooKing (Japan)
vasara,,Vasara
